likes,comments,caption,mediaid,hashtag,Game_name,post_hashtag_id
39955,419,"Attention, Trainers! Are you ready for an incredible summer? ☀️ Check out the details by visiting the link in our bio. [5/6] #PokemonGO #Pokemon",2.01474E+14,['pokemoncenter'],POKEMONGO,262
41412,384,"Attention, Trainers! Are you ready for an incredible summer? ☀️ Check out the details by visiting the link in our bio. [6/6] #PokemonGO #Pokemon",2.01466E+14,[],POKEMONGO,263
41859,623,"After your battles with Altered Forme Giratina, it looks like it has now transformed into its Origin Forme! 😵
Gather your friends and give it your all, Trainers. 💪👥",2.01348E+14,[],POKEMONGO,264
27586,379,"Not to bug you, but our Bug-type themed event starts now! Enjoy! ✅ Incense lasts twice as long
✅ Bug-type Pokémon appear more frequently
✅ Limited-time Bug-type Pokémon Field Research",2.01339E+14,[],POKEMONGO,265
23837,318,"Ludicolo! Where in the world are you dancing now? 🌎👀🎶
Trainers, can you help us out? #GOsnapshot",2.01288E+14,[],POKEMONGO,266
18069,226,"As Ludicolo continues to dance in places around the world, remember to show us your own #GOsnapshot of your dancing Ludicolo! 🕺🍍🎶🎉",2.01273E+14,[],POKEMONGO,267
22827,267,"Wow! It looks like a lot of you have already evolved Lombre into Ludicolo! Did you know that the rhythm of bright, festive music activates Ludicolo’s cells? With all of you being caring Pokémon GO Trainers, this new info means...it’s time to dance with Ludicolo! 🎶🕺🍍💃🎶🎉 #GOsnapshot",2.01252E+14,[],POKEMONGO,268
20732,429,"As Limited Research approaches, so do some more #GOsnapshot opportunities! With enough Candy, Trainers who catch Lotad during this weekend can evolve it into Lombre and then into Ludicolo! That’s three more Pokémon to take photos of! 📷",2.01071E+14,['pokemontheseries',POKEMONGO,269
20732,429,"As Limited Research approaches, so do some more #GOsnapshot opportunities! With enough Candy, Trainers who catch Lotad during this weekend can evolve it into Lombre and then into Ludicolo! That’s three more Pokémon to take photos of! 📷",2.01071E+14, 'pokemonlivetweet'],POKEMONGO,270
22860,398,Professor Willow has told us that he’s excited to hear that so many of you are interested in helping him with researching the impact of weather on Pokémon like Lotad on March 30! Did you know? Lotad sometimes serves as a ferry for Pokémon that can’t swim. 🌊🌊🌊,2.01033E+14,['firstdayofspring'],POKEMONGO,271
33644,490,"⚠️ Watch out, Trainer! ⚠️
Altered Forme Giratina has reemerged from the Distortion World! 😱
Are you ready to challenge this Ghost- and Dragon-type Legendary Pokémon? #PokemonGO #Pokemon",2.00979E+14,['firstdayofspring'],POKEMONGO,272
32654,555,"🍃 Time to bug out, Trainers! 🍃
Channel your inner Bug-type Trainer, and get ready to explore the great outdoors! Visit the link in our bio to learn more.",2.00904E+14,[],POKEMONGO,273
64797,1810,"Time to mark your calendars, Trainers!
April #PokemonGOCommunityDay, featuring Bagon, is coming soon! Visit this link to learn more:  http://bit.ly/2TYhRfE",2.00896E+14,['detectivepikachu'],POKEMONGO,274
28488,1009,"Looks like you have some Field Research to do, Trainers! 🔍🔬
Professor Willow needs your help in researching the Pokémon, Lotad, in an all-new weather-themed Limited Research event on March 30! ☀️🌧️🌨️
Visit the link in our bio to learn more!",2.00542E+14,['pokemontcg'],POKEMONGO,275
22334,715,"📢 Attention, Trainers!
📢 The March #PokemonGOCommunityDay exclusive move = Frenzy Plant 🍃

Evolve Grovyle up to one hour after Community Day to obtain a Sceptile that knows this #PokemonGOCommunityDay exclusive move!",2.00397E+14,['pokemontcg'],POKEMONGO,276
24337,460,New seasons = time to turn—or spin—a new leaf. 🍃 #WednesdayWisdom #PokemonGO #Chikorita,2.00391E+14,['pokemontheseries'],POKEMONGO,277
16385,475,"There’s looking good, then there’s looking so good that it’s scary. 👻 📸: #GOsnapshot",2.00178E+14,['pokemontcg'],POKEMONGO,278
35421,753,"Do you have what it takes to take on Rayquaza? Get ready to battle, Trainer—Rayquaza has started to appear in Raid Battles all around the world!",2.0005E+14,['pokemontcg'],POKEMONGO,279
31844,536,"🌱 Spring is coming for Trainers in the northern hemisphere.
🍂 Autumn starts soon for those in the southern hemisphere.
Our equinox event starts soon for all! 
Get ready for some Grass-type Pokémon themed adventures! 
Learn more by visiting the link in our bio.",2.00042E+14,[],POKEMONGO,280
23816,382,"Deoxys is changing form again, Trainers! 🛡️ Get ready, as Defense Forme Deoxys makes its way to EX Raids soon! 
Learn more by clicking the link in our bio.",1.9998E+14,['pokemontcg'],POKEMONGO,281
20032,585,"Every Trainer and their Pokémon GO Buddy deserves a day to treat themselves. 😌
Or maybe a whole week. A month? 
Who’s counting? 👀
📸: #GOsnapshot",1.99747E+14,['pokemontheseries'],POKEMONGO,282
39794,1187,"Starting on March 13, we’ll be trying out an event called Legendary Lunch Hour! Trainers on the go can soon enjoy an increased number of raids from 12:00 p.m. to 1:00 p.m. Visit the link in our bio to learn more.",1.99458E+14,['pokemontcg'],POKEMONGO,283
47618,1022,"Ready for a Special Raid Weekend?
✅ Friday, March 15, to Monday, March 18, Rayquaza will be available in Raid Battles.
🔎 Learn more by visiting the link in our bio.",1.99407E+14,[],POKEMONGO,284
34253,1418,"🔥 Be confident. 🔥 Be bold.
🔥 Stand strong. #TeamValor 🔥 Are you ready to join Candela?",1.99378E+14,['pokemoncenter'],POKEMONGO,285
29819,560,"💢 Ready to add a bit more punch to your #GOBattle teams? 🥊
💢 Starting now, powerful Fighting-type Pokémon, like Mankey and Machop, will appear more frequently! 💢 It’s time for an epic Battle Showdown event!
Visit the link in our bio to learn more.",1.99313E+14,['detectivepikachu'],POKEMONGO,286
42033,1398,"❄️ Be wise.
❄️ Stay focused.
❄️ Strategize your way to victory.
#TeamMystic ❄️ Time to break the ice and welcome more Trainers, Team Mystic.",1.99302E+14,['pokemontheseries',POKEMONGO,287
42033,1398,"❄️ Be wise.
❄️ Stay focused.
❄️ Strategize your way to victory.
#TeamMystic ❄️ Time to break the ice and welcome more Trainers, Team Mystic.",1.99302E+14, 'pokemonday'],POKEMONGO,288
18454,182,"When you and your Buddy look this electrifying, it would be shocking not to take an AR photo.⚡😎⚡
📸: #GOsnapshot",1.9925E+14,['pokemontcg',POKEMONGO,289
18454,182,"When you and your Buddy look this electrifying, it would be shocking not to take an AR photo.⚡😎⚡
📸: #GOsnapshot",1.9925E+14, 'pokemonday'],POKEMONGO,290
42326,1773,"⚡ Think fast.
⚡ Be positive.
⚡ Follow your intuition.
#TeamInstinct ⚡

Start recruiting, Team Instinct.",1.99236E+14,['pokemonday'],POKEMONGO,291
27073,301,"Yoga buddies for life. 🧘🏻‍♂️
📸: #GOsnapshot",1.99175E+14,['pokemonswordshield',POKEMONGO,292
27073,301,"Yoga buddies for life. 🧘🏻‍♂️
📸: #GOsnapshot",1.99175E+14, 'pokemonday'],POKEMONGO,293
18059,360,"When Spring is a few weeks away, but you and your Buddy are already feeling Spring vibes. 🌸🌺🌼 📸: #GOsnapshot",1.99035E+14,['pokemonswordshield'],POKEMONGO,294
39675,510,"Ready, to test your strength as a Pokémon GO Trainer? 💪 
The Legendary Temporal Pokémon, Dialga, has now joined Raid Battles! 
You have until March 28 at 1:00 p.m. PST to challenge this Steel- and Dragon-type Pokémon. Good luck!",1.99023E+14,['pokemonswordshield'],POKEMONGO,295
29166,730,"Trainers, celebrate the arrival of Shiny Meltan ✨ by trying out the NEW Meltan avatar items! Check out the Style Shop to see these heart-melting designs! 💖💜",1.9883E+14,['pokemonswordshield'],POKEMONGO,296
22944,878,"📢 Trainers, now have the ability to change teams on Pokémon GO! Don’t forget to announce your new team change with your team’s hashtag so existing members can welcome you! #TeamInstinct #TeamMystic #TeamValor",1.98806E+14,['pokemonswordshield'],POKEMONGO,297
27220,515,"Trainers, Smeargle has arrived in Pokémon GO! 🎨 Looking to encounter Smeargle? If you spot Smeargle making a surprise appearance in your AR photos, make sure to check your in-game map to see if Smeargle has appeared around you! #GOsnapshot #PokemonGO",1.98794E+14,['pokemonday'],POKEMONGO,298
31466,471,"In celebration of the upcoming #PokemonDay, we’re kicking off a new event, and we’ve invited some familiar Pokémon originally discovered in the Kanto region! Be on the lookout, as you might find Pikachu and Eevee wearing flower crowns on your travels! 🌸 Visit the link in our bio to learn more.",1.98741E+14,['pokemonday'],POKEMONGO,299
21722,334,"Trainers, #GOsnapshot is now live for Trainers level 5 and up! 📸 For Trainers level 5 and below, we encourage you to keep catching Pokémon and exploring the world of Pokémon GO, as level 5 will be the minimum level for Trainers to access this feature.",1.9873E+14,['detectivepikachu'],POKEMONGO,300
29512,683,"Head out with your fellow Trainers to challenge the Legendary Water- and Dragon-type Pokémon, Palkia, before it returns to its own spatial dimension on February 28 at 1:00 p.m. PST!",1.9865E+14,['detectivepikachu'],POKEMONGO,301
34932,1075,"✅ Time to mark your calendars, Trainers!
March #PokemonGOCommunityDay, featuring Treecko, is coming soon! Visit the link in our bio to learn more.",1.98508E+14,['pokemondirect'],POKEMONGO,302
41362,2091,"❗❗ Attention ❗❗
Trainers will soon be able to change their Pokémon GO teams. ⚡ ❄️ 🔥
It’s time to start recruiting, Trainers...
✅ Save the date: 2/26
Visit the link in our bio to learn more.",1.98444E+14,['pokemonday'],POKEMONGO,303
25895,540,"Trainers, #GOsnapshot is now live for level 5 Trainers on Android devices! Level 5 will be the minimum level for Trainers to access this feature. Trainers on other devices, stay tuned!",1.984E+14,[],POKEMONGO,304
39594,1116,"Put your research skills to work this weekend, Trainers! Clamperl will be featured in a three-hour Limited Research event, where Field Research tasks result in encounters with the tough-shelled Pokémon! Visit the link in our bio to learn more.",1.98299E+14,['pokemonday'],POKEMONGO,305
27285,684,How are you celebrating #PokemonGOValentines? Show us by taking an AR photo with one of the many pink Pokémon that are appearing during this event! 📸 (Bonus points if you match the pink theme! 💕),1.98143E+14,['pokemonday'],POKEMONGO,306
14328,509,"#GOsnapshot 📸 update: 
Looking for an easier way to review your AR photos? With GO Snapshot, Trainers can easily review the AR photos captured in a single session, without having to exit Pokémon GO!",1.98009E+14,['pokemonday'],POKEMONGO,307
20195,461,"Don’t go Meltan hearts with these #PokemonGOValentines cards, Trainer! 💌 😊",1.97957E+14,['pokemonday'],POKEMONGO,308
37404,913,"Found a lot of Luvdisc, but need help finding some luv? ❤️👀 Here’s some #PokemonGOValentines digital cards that you can send to a special someone! 💑 👨‍❤️‍👨 👩‍❤️‍👩 #ValentinesDay",1.97936E+14,['pokemonday'],POKEMONGO,309
27484,392,"Happy #ValentinesDay, Trainers! ❤️ Celebrate by sending a gift 🎁, making a new friend, and catching some more Pokémon to love! #PokemonGOValentines",1.97915E+14,['pokemonday'],POKEMONGO,310
30199,600,"It's time to spread the love, Trainers! #PokemonGOValentines is back! ❤️ Enjoy limited-time bonuses like Lure Modules that last for six hours, double Catch Candy, and more appearances of pink Pokémon in the wild!",1.97864E+14,['pokemonday'],POKEMONGO,311
41644,961,"Attention, Trainers! A new feature called #GOsnapshot is coming to Pokémon GO! You can now take photos of ANY Pokémon in your Pokémon Storage, whenever and wherever. 📸 We can’t wait to see your amazing photos! Learn more by visiting the link in our bio.",1.9777E+14,['pokemonday'],POKEMONGO,312
38983,877,"Great news, Trainers! All day during your region's #PokemonGOCommunityDay, you can earn five Sinnoh Stones from challenging Team Leaders and five additional Sinnoh Stones from participating in Trainer Battles. Check out the in-game news to learn more.",1.97738E+14,['pokemonday'],POKEMONGO,313
25321,616,"For the first time, evolve Piloswine with a Sinnoh Stone during or up to one hour after Community Day to obtain a Mamoswine that knows the Rock-type move Ancient Power, a #PokemonGOCommunityDay exclusive!",1.97718E+14,['pokemonday'],POKEMONGO,314
46298,2643,"Since not every new Trainer has finished their quest to find Celebi yet, it’s time to lend a hand. Make a new friend today! #MakeAFriendDay",1.97703E+14,['pokemonday'],POKEMONGO,315
30612,2150,"It’s time to make a new #PokemonGOfriend, Trainers. A new friendship-focused event starts now! Learn more about this special limited-time event by visiting the link in our bio.",1.97502E+14,['pokemonduel'],POKEMONGO,316
21271,674,"Here’s to a year full of lucky trades, healthy Pokémon, and prosperous Pokémon GO adventures! Happy Year of the Pig! #LunarNewYear",1.97413E+14,['pokemonvalentine'],POKEMONGO,317
40324,1164,"Starting on February 5 at 1 p.m. PST, you have a chance to encounter Shiny Meltan when you use the Mystery Box! You can now also open the Mystery Box every three days for a limited time. Get your Mystery Box by connecting Pokémon GO with #PokemonLetsGo! Visit the link in our bio to learn more.",1.97284E+14,['pokemonvalentine'],POKEMONGO,318
46646,749,"Happy #LunarNewYear, Trainers! To celebrate, we’re bringing back our Pokémon GO Lunar New Year event! This time, we’re spotlighting 12 Pokémon, beginning February 4 at 1 p.m. PST. See the link in our bio to learn more.",1.97213E+14,['gosnapshot'],POKEMONGO,319
64681,1553,"The world of Pokémon GO is evolving—literally. Starting today, you’ll be able to use a Sinnoh Stone to evolve Lickitung into Lickilicky, Tangela into Tangrowth, and more! Visit the link in our bio to learn more.",1.96929E+14,['pokemonvalentine'],POKEMONGO,320
51773,1064,"Attention, Trainers! The Legendary Water- and Dragon-type Spatial Pokémon, Palkia, will join Raid Battles across the world from January 29 at 1:00 p.m. PST to February 28 at 1:00 p.m. PST! Visit the link in our bio to learn more.",1.96715E+14,['pokemonvalentine'],POKEMONGO,321
23375,469,"As our first #PokemonGOSafariZone event in South America starts to wind down, we want to thank all of the Trainers who joined us in celebrating this momentous occasion! #PokemonGO",1.96631E+14,['pokemonvalentine'],POKEMONGO,322
23938,273,"Looking stylish, Trainer! #PokemonGOSafariZone",1.96581E+14,['pokemonvalentine'],POKEMONGO,323
31818,411,"It’s only day two of the Porto Alegre #PokemonGOSafariZone event, and the energy of the Trainers here has been incredible! #PokemonGO",1.96559E+14,['pokemonvalentine'],POKEMONGO,324
20152,411,"Trainers, we need your help! The recent #PokemonGOSafariZone event has caused an outbreak of Psyduck wandering all over the world! Track this phenomenon with us by sharing AR photos of any Psyduck you see this weekend with #FoundPsyduck! Maybe you’ll even find a Shiny Psyduck...✨",1.96538E+14,['pokemoncenter'],POKEMONGO,325
16874,305,"Caption this AR photo that we took of a Psyduck wandering around the Porto Alegre #PokemonGOSafariZone, Trainers!",1.96507E+14,['pokemongo'],POKEMONGO,326
21473,258,Did you know? Psyduck is always tormented by headaches. I wonder if the Psyduck that we found waddling around Brazil were experiencing any... 🤔 Check out our Instagram story to see more of the Psyduck we found in Brazil!,1.96491E+14,['mondaymotivation',POKEMONGO,327
21473,258,Did you know? Psyduck is always tormented by headaches. I wonder if the Psyduck that we found waddling around Brazil were experiencing any... 🤔 Check out our Instagram story to see more of the Psyduck we found in Brazil!,1.96491E+14, 'detectivepikachu'],POKEMONGO,328
31385,531,"Starting now, we’re kicking off our first #PokemonGOSafariZone event in South America, hosted in Porto Alegre, Brazil! We’re excited to create some amazing memories with all of you in the next few days. Stay tuned!",1.96459E+14,['pokemontcg'],POKEMONGO,329
40092,1944,"Trainers, mark your calendars for February #PokemonGOCommunityDay, featuring Swinub! Don’t freeze up on the opportunity to capture this Ice- and Ground-type Pokémon! ❄️ Visit the link in our bio to learn more.",1.9627E+14,[],POKEMONGO,330
66147,1411,"From Togepi to Shinx, there are a wide variety of Pokémon that can be hatched from Eggs! Trainers, how many likes can you give this 10 km Egg? #LikeTheEgg",1.95983E+14,['pokemonresolutions'],POKEMONGO,331
34179,912,New avatar items inspired by Team Magma and Team Aqua—the villains of the Hoenn region in Pokémon Ruby and Pokémon Sapphire—are now available! #PokemonGO #Pokemon,1.95773E+14,['wednesdaywisdom',POKEMONGO,332
34179,912,New avatar items inspired by Team Magma and Team Aqua—the villains of the Hoenn region in Pokémon Ruby and Pokémon Sapphire—are now available! #PokemonGO #Pokemon,1.95773E+14, 'pokemonresolutions'],POKEMONGO,333
28556,440,"Our Hoenn celebration starts now, Trainers! From Shiny Zigzagoon to an exclusive move for Breloom, there’s a lot to celebrate! Learn more by visiting the link in our bio. #PokemonGO #Pokemon",1.95762E+14,[],POKEMONGO,334
27393,994,"Trainers, it’s time to gather your friends and set out on another Pokémon GO adventure. #PokemonGOCommunityDay is starting now in the Americas and Greenland!",1.95538E+14,['pokemoncenter'],POKEMONGO,335
41042,1044,"Ready to cast a net, Trainers? Put your research skills to work next weekend—Feebas will be receiving a three-hour Limited Research event, where Field Research tasks end in encounters with the Fish Pokémon! If you’re lucky, you might find a Shiny Feebas! ✨ Visit the link in our bio to learn more.",1.95403E+14,['pokemongo'],POKEMONGO,336
20842,461,"It’s time to get your priorities in sync, Trainer. ⌚ Start the New Year by activating Adventure Sync and embarking on a new Egg-hatching adventure!",1.9539E+14,['pokemonduel'],POKEMONGO,337
23211,424,"Get ready, Trainers! Feraligatr evolved during January Community Day will know the powerful Water-type attack Hydro Cannon, a #PokemonGOCommunityDay exclusive!",1.95327E+14,['wednesdaywisdom'],POKEMONGO,338
31841,620,Do you have what it takes to be an Ace Trainer? How about a true Veteran? Show off your Trainer Battle prowess with brand-new avatar items featuring the styles of Ace Trainers from the Unova and Alola regions and Veterans from the Kalos region! #GOBattle,1.95265E+14,['detectivepikachu'],POKEMONGO,339
26441,595,"Lazing around like a Slaking today? 💤 Remember, Trainers, Eggs hatched this week earn double Hatch Candy and Hatch Stardust. It’s time to get up and get moving! 🏃 #MondayMotivation",1.9517E+14,['pokemontcg',POKEMONGO,340
26441,595,"Lazing around like a Slaking today? 💤 Remember, Trainers, Eggs hatched this week earn double Hatch Candy and Hatch Stardust. It’s time to get up and get moving! 🏃 #MondayMotivation",1.9517E+14, 'detectivepikachu'],POKEMONGO,341
34159,875,"Rise and shine, Trainers! ☀️ It’s a brand-new day, which means it’s another day you can spend hatching more Eggs. Don’t forget to activate Adventure Sync so you can earn bonus rewards along the way!",1.95016E+14,[],POKEMONGO,342
39326,1268,"Trainers, our first Pokémon GO Safari Zone event in South America is coming to Porto Alegre, Brazil, on January 25! Visit the link in our bio to learn more.",1.94858E+14,['nationalhatday'],POKEMONGO,343
28619,617,"Get up, get egg-cited, and let’s GO hatch some Eggs, Trainers! Our first Pokémon GO Hatchathon of 2019 starts now! Enjoy double Hatch Candy, double Hatch Stardust, and a higher chance of receiving 5 km and 10 km Eggs! Visit the link in our bio to learn more.",1.94819E+14,['pokemongo'],POKEMONGO,344
29046,648,"New year = new research tasks + new Research Breakthroughs! Trainers, you now have the opportunity to encounter Lugia and Ho-Oh, among other Legendary Pokémon, when you reach a Research Breakthrough. Good luck!",1.94747E+14,[],POKEMONGO,345
61388,1786,"As the New Year approaches, what’s your 2019 Pokémon GO resolution? Tell us in the comments!",1.94653E+14,['smashbrosultimate'],POKEMONGO,346
30249,523,"We have one more egg-citing #PokemonGOHoliday treat for you, Trainers! Starting now to January 2, Incubators will be twice as effective. Get your Adventure Sync activated and embark on a new #PokemonGO adventure today! http://bit.ly/2QcRsno",1.94602E+14,['pokemongo'],POKEMONGO,347
39780,987,"✨ With Trainers around the world celebrating the holidays during this season, we want to take a moment to wish all of you an incredible holiday season!✨ You can spread the cheer by sending a Gift to a #PokemonGO friend today!",1.94164E+14,['pokemonresolutions'],POKEMONGO,348
31003,662,"From today to December 26, Trainers will earn double Catch Stardust! Now is the perfect opportunity to save up some Stardust to unlock your Pokémon’s additional move! 🌟",1.94022E+14,['pokemongo'],POKEMONGO,349
34233,727,"As you embark on more holiday adventures, be on the lookout for Pikachu wearing a familiar festive hat! If you spot one, spread the holiday cheer by sharing an AR photo of it on social media with #HolidayPikachu before they leave!",1.93877E+14,['happynewyear'],POKEMONGO,350
33676,704,"It’s time to start the new year with a splash, Trainers! Next month’s #PokemonGOCommunityDay will be held during the second weekend of January, featuring the Water-type Pokémon Totodile! 💧Visit the link in our bio to learn more.",1.93811E+14,['pokemonholidaycheer'],POKEMONGO,351
25658,391,"As you celebrate #PokemonGOHoliday, make sure to look out for Delibird, the Delivery Pokémon, as it makes its merry return to Pokémon GO!",1.9379E+14,['pokemonholidaycheer'],POKEMONGO,352
31946,495,"As a part of our #PokemonGOHoliday celebration, Trainers will now be able to enjoy double Candy 🍬 for catching and transferring Pokémon until December 22.",1.93732E+14,['pokemonholidaycheer'],POKEMONGO,353
45678,644,"One more legendary surprise is coming to Pokémon GO in 2018! The Fire- and Steel-type Lava Dome Pokémon, Heatran, will join Raid Battles across the world from December 18 at 1:00 p.m. PST to January 15 at 1:00 p.m. PST! #BeLegendary",1.93723E+14,['pokemonholidaycheer'],POKEMONGO,354
34389,637,"Get ready! Deoxys has changed form, Trainers! Attack Forme Deoxys is coming to EX Raids and will be stronger than ever! Learn more by visiting the link in our bio. #PokemonGO",1.93657E+14,['pokemonholidaycheer'],POKEMONGO,355
60523,964,"The joy of the holidays is coming to the world of Pokémon GO, Trainers! Join us as we celebrate Pokémon GO Holidays 2018 by hosting a series of in-game events all throughout December! Visit the link in our bio to learn more. #PokemonGOHoliday",1.93443E+14,[],POKEMONGO,356
48225,1091,"Looking for more Legendary Pokémon to add to your Ultra League battle party? From Friday, December 14, to Monday, December 17, Lugia and Ho-Oh are returning for a Special Raid Weekend! #GOBattle Learn more by visiting the link in our bio.",1.9337E+14,['pokemonholidaycheer'],POKEMONGO,357
48715,1053,ATTENTION: Pokémon GO Trainer Battles are here and have now started rolling out❗ Who’s ready to #GOBattle?,1.93315E+14,['pokemonholidaycheer'],POKEMONGO,358
60517,1467,"What an epic two years, Trainers! From the thrill of catching that nearby Pokémon to battling in Gyms with friends, we’ve loved seeing all your journeys evolve throughout the years! As we take a look back at 2018, what was your favorite #PokemonGO memory?",1.93241E+14,['pokemonholidaycheer'],POKEMONGO,359
32053,687,"The Mystery Box’s effect has grown stronger! Now when you use the Mystery Box, even more Meltan will appear for you to encounter. You can get the Mystery Box by connecting #PokemonGO to #PokemonLetsGo on your Nintendo Switch!",1.93166E+14,['pokemonduel'],POKEMONGO,360
47283,1248,"Trainers, visit the link in our bio for your first official look at what’s to come in Pokémon GO Trainer Battles❗ From Trainer Battle Leagues to an additional Charged Attack, there are lots of features to read up on in this preview! #GOBattle",1.92697E+14,['pokemonholidaycheer'],POKEMONGO,361
55071,1289,"🗓️ Save the date, Trainer. ❗Official Pokémon GO Trainer Battle announcement coming 12/4!
Are you ready? #GOBattle",1.92658E+14,['pokemonholidaycheer'],POKEMONGO,362
52681,1478,"Coming with Trainer Battles is the introduction of three Pokémon GO Trainer Battle Leagues!  #GOBattle

With each of the Trainer Battle Leagues having different CP limits, Trainers will have to think strategically when battling!

League requirements: 🏆 Great League: 1,500 CP limit per Pokémon
🏆 Ultra League: 2,500 CP limit per Pokémon
🏆 Master League: No CP limit per Pokémon",1.9243E+14,['pokemonletsgo'],POKEMONGO,363
61803,2655,Get prepared... Trainer Battles are coming soon to Pokémon GO❗ #GOBattle,1.92413E+14,['gobattle',POKEMONGO,364
61803,2655,Get prepared... Trainer Battles are coming soon to Pokémon GO❗ #GOBattle,1.92413E+14, 'pokemongo'],POKEMONGO,365
41811,1412,"Get ready, Trainers. Field Research in December brings some previously featured Pokémon back into the spotlight! Every time you reach a Research Breakthrough during the month, you’ll have a chance to encounter Articuno, Zapdos, Moltres, Raikou, Entei, or Suicune!",1.92357E+14,['pokemonholidaycheer'],POKEMONGO,366
28679,744,"In celebration of the arrival of #PokemonLetsGo, avatar items inspired by familiar Gym Leaders from the Kanto region are now available for purchase in the Style Shop. Do you know who these avatar items are inspired by? 😉",1.92314E+14,['pokemongo',POKEMONGO,367
28679,744,"In celebration of the arrival of #PokemonLetsGo, avatar items inspired by familiar Gym Leaders from the Kanto region are now available for purchase in the Style Shop. Do you know who these avatar items are inspired by? 😉",1.92314E+14, 'gobattle'],POKEMONGO,368
46502,1087,"Need a reminder of all the Pokémon that will be arriving during December’s Community Day weekend? Here’s the full list! ✅ Bulbasaur
✅ Charmander
✅ Squirtle
✅ Pikachu
✅ Eevee
✅ Dratini
✅ Chikorita
✅ Cyndaquil
✅ Mareep
✅ Larvitar
✅ Beldum",1.92218E+14,['pokemonthepowerofus'],POKEMONGO,369
37452,1220,"Attention, Trainers! The limit on Pokémon storage has now been expanded to 2000. Thank you for your patience and good luck on all of your Pokémon GO adventures.",1.91786E+14,['pokemontcg'],POKEMONGO,370
73499,2396,"Huge news, Trainers! ALL of the Pokémon featured in previous Community Days are coming back for a super-special December #PokemonGOCommunityDay weekend! 😮 
Learn more at PokemonGoLive.com!",1.91776E+14,['pokemongo'],POKEMONGO,371
56196,1194,"Get ready, Trainers! A new Raid Battle challenge is here—and it’s out of this world! We’re excited to announce that Cresselia, the Lunar Pokémon 🌙, will appear in Raid Battles until December 18! #BeLegendary",1.91703E+14,[],POKEMONGO,372
22394,564,"Need some help hatching Eggs for our Hatchathon? Remember, Trainers, you can now hatch Eggs even when Pokémon GO isn’t launched by activating the new Adventure Sync feature. Let’s get cracking!",1.91624E+14,['pokemongo'],POKEMONGO,373
35232,631,"Get ready for a brand-new adventure! Pokémon: Let’s Go, Pikachu! and Pokémon: Let’s Go, Eevee! are now available for Nintendo Switch. Help us celebrate by joining Professor Willow in new Special Research focusing on Meltan. Are you up for the task? Visit the link in our bio to learn more.",1.91413E+14,['pokemonletsgo'],POKEMONGO,374
36186,860,"It’s time to get cracking on an egg-citing event, Trainers! From November 14 at 1:00 p.m. PST to November 27 at 1:00 p.m. PST, Pokémon with evolved forms originally discovered in the Sinnoh region—such as Rhyhorn, Porygon, and Magby—will be in 2 km Eggs!",1.91268E+14,['pokemonletsgo'],POKEMONGO,375
41298,901,Thank you to the 1 million Trainers who joined us for Pokémon GO Safari Zone Tainan and caught a daily average of 50 Pokémon! Visit the link in our bio to learn more. #PokemonGO,1.90917E+14,['pokemonletsgo'],POKEMONGO,376
25994,731,"As we get warmed up for Pokémon GO Community Day, we’re curious to see if any of you have already captured AR photos of Cyndaquil! If you have, show us your best ones by posting them with #PokemonGOCommunityDay.",1.90827E+14,['pokemonletsgo'],POKEMONGO,377
35283,765,"Wishing for more Stardust, Trainers? Consider your wishes granted! Starting now, we’re kicking off our first Stardust Blast event! Trainers will now receive double Hatch Stardust and double Catch Stardust until November 13 at 1 p.m. PST.",1.90689E+14,['teampikachu',POKEMONGO,378
35283,765,"Wishing for more Stardust, Trainers? Consider your wishes granted! Starting now, we’re kicking off our first Stardust Blast event! Trainers will now receive double Hatch Stardust and double Catch Stardust until November 13 at 1 p.m. PST.",1.90689E+14, 'teameevee'],POKEMONGO,379
29283,574,"Today, we’re celebrating the mobile game @Ingress and its evolution into #IngressPrime! Trainers will now have the opportunity to encounter Shiny Ponyta and Shiny Cubone in the wild—Shiny Pokémon whose colors match those of Ingress Prime’s two factions! Visit the link in our bio to learn more. #PokemonGO #Ingress",1.90631E+14,['pokemonletsgo'],POKEMONGO,380
25651,367,"Attention, Trainers! Quilava evolved during November Community Day will learn the powerful Fire-type move 🔥 Blast Burn, a #PokemonGOCommunityDay exclusive!",1.90616E+14,['pokemonletsgo'],POKEMONGO,381
23571,694,"Trainers, Field Research tasks focusing on Bug-type Pokémon are now live! Achieve a Research Breakthrough and Trainers can now also encounter the Bug- and Ghost-type Pokémon, Shedinja.",1.90335E+14,[],POKEMONGO,382
26135,766,Adventure Sync is now available to level 40 Trainers! Stay tuned as we continue to gradually roll out this feature to more Trainers. Learn more about how to activate this feature by visiting the link in our bio.,1.9032E+14,['pokemonletsgo'],POKEMONGO,383
33138,664,"Starting now, we’re kicking off our first Pokémon GO Safari Zone event in Tainan, Taiwan! Hosted in Taiwan’s oldest city, attending Trainers can explore historic Tainan while catching Pokémon like Relicanth!",1.90269E+14,['pokemonletsgo'],POKEMONGO,384
29527,406,"From catching spooky Pokémon to dressing up as your favorite Pokémon GO avatar to completing research on Spiritomb, how are you celebrating #PokemonGOHalloween? 🎃",1.90241E+14,['detectivepikachu'],POKEMONGO,385
