,delta,deltaSummary,description,exploreUrl,hotnessColor,hotnessLevel,idForTracking,isNew,peakRankSummary,shareUrl,timePeriodsInChartSummary,title,titleLength,titleLinkUrl,trafficSummary,twitterShareUrlTitle,time
18,-3.0,<b>-3</b> since last month,"{'description': ""The Michigan State Spartans men's basketball team represents Michigan State University and competes in the Big Ten Conference..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Michigan_State_Spartans_men's_basketball""}",/trends/explore?q=/m/02q1_xm&date=2017-12-1+2018-1-1&geo=US,#feca65,1,Michigan State Spartans men's basketball,False,Peaked at <b>#7</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201712&geo=US&cat&mid=/m/02q1_xm,<b>1 month</b> in top 10,Michigan State Spartans men's basketball,40,//www.google.com/search?q=Michigan+State+Spartans+men's+basketball,13,Michigan State Spartans men's basketball #19 in Google Trends Basketball teams chart,201712
19,,<b>New</b> in chart,"{'description': 'The Washington Wizards are an American professional basketball team based in Washington, D.C...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Washington_Wizards'}",/trends/explore?q=/m/0jm5b&date=2017-12-1+2018-1-1&geo=US,#feca65,1,Washington Wizards,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201712&geo=US&cat&mid=/m/0jm5b,<b>2 months</b> in top 10,Washington Wizards,18,//www.google.com/search?q=Washington+Wizards,12,Washington Wizards #20 in Google Trends Basketball teams chart,201712
0,2.0,<b>+2</b> since last month,"{'description': 'The Boston Celtics are an American professional basketball team based in Boston, Massachusetts...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Boston_Celtics'}",/trends/explore?q=/m/0bwjj&date=2017-11-1+2017-12-1&geo=US,#d04108,5,Boston Celtics,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0bwjj,<b>159 months</b> in top 10,Boston Celtics,14,//www.google.com/search?q=Boston+Celtics,100,Boston Celtics #1 in Google Trends Basketball teams chart,201711
1,-1.0,<b>-1</b> since last month,"{'description': 'The Cleveland Cavaliers, often referred to as the Cavs, are an American professional basketball team based in Cleveland, Ohio...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Cleveland_Cavaliers'}",/trends/explore?q=/m/0jm7n&date=2017-11-1+2017-12-1&geo=US,#d04108,5,Cleveland Cavaliers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jm7n,<b>132 months</b> in top 10,Cleveland Cavaliers,19,//www.google.com/search?q=Cleveland+Cavaliers,98,Cleveland Cavaliers #2 in Google Trends Basketball teams chart,201711
2,-1.0,<b>-1</b> since last month,"{'description': 'The Golden State Warriors are an American professional basketball team based in Oakland, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Golden_State_Warriors'}",/trends/explore?q=/m/0jmj7&date=2017-11-1+2017-12-1&geo=US,#d04108,5,Golden State Warriors,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jmj7,<b>86 months</b> in top 10,Golden State Warriors,21,//www.google.com/search?q=Golden+State+Warriors,95,Golden State Warriors #3 in Google Trends Basketball teams chart,201711
3,0.0,<b>Same rank</b> as last month,"{'description': 'The Los Angeles Lakers are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Lakers'}",/trends/explore?q=/m/0jmk7&date=2017-11-1+2017-12-1&geo=US,#db601e,4,Los Angeles Lakers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jmk7,<b>171 months</b> in top 10,Los Angeles Lakers,18,//www.google.com/search?q=Los+Angeles+Lakers,76,Los Angeles Lakers #4 in Google Trends Basketball teams chart,201711
4,0.0,<b>Same rank</b> as last month,"{'description': 'The New York Knickerbockers, commonly referred to as the Knicks, are an American professional basketball team based in...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/New_York_Knicks'}",/trends/explore?q=/m/0jm3v&date=2017-11-1+2017-12-1&geo=US,#e68033,3,New York Knicks,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jm3v,<b>148 months</b> in top 10,New York Knicks,15,//www.google.com/search?q=New+York+Knicks,43,New York Knicks #5 in Google Trends Basketball teams chart,201711
5,0.0,<b>Same rank</b> as last month,"{'description': 'The Oklahoma City Thunder are an American professional basketball team based in Oklahoma City, Oklahoma...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Oklahoma_City_Thunder'}",/trends/explore?q=/m/04cxw5b&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Oklahoma City Thunder,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/04cxw5b,<b>50 months</b> in top 10,Oklahoma City Thunder,21,//www.google.com/search?q=Oklahoma+City+Thunder,37,Oklahoma City Thunder #6 in Google Trends Basketball teams chart,201711
6,,<b>New</b> in chart,"{'description': ""The Duke Blue Devils men's basketball team represents Duke University in NCAA Division I college basketball and competes..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Duke_Blue_Devils_men's_basketball""}",/trends/explore?q=/m/026wlnm&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Duke Blue Devils men's basketball,True,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/026wlnm,<b>41 months</b> in top 10,Duke Blue Devils men's basketball,33,//www.google.com/search?q=Duke+Blue+Devils+men's+basketball,36,Duke Blue Devils men's basketball #7 in Google Trends Basketball teams chart,201711
7,-1.0,<b>-1</b> since last month,"{'description': 'The Philadelphia 76ers are an American professional basketball team based in the Philadelphia metropolitan area...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Philadelphia_76ers'}",/trends/explore?q=/m/0jm4v&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Philadelphia 76ers,False,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jm4v,<b>26 months</b> in top 10,Philadelphia 76ers,18,//www.google.com/search?q=Philadelphia+76ers,34,Philadelphia 76ers #8 in Google Trends Basketball teams chart,201711
8,,<b>New</b> in chart,"{'description': ""The Kentucky Wildcats men's basketball team is an American college basketball team that represents the University of Kentucky..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Kentucky_Wildcats_men's_basketball""}",/trends/explore?q=/m/03by7wc&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Kentucky Wildcats men's basketball,True,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/03by7wc,<b>35 months</b> in top 10,Kentucky Wildcats men's basketball,34,//www.google.com/search?q=Kentucky+Wildcats+men's+basketball,26,Kentucky Wildcats men's basketball #9 in Google Trends Basketball teams chart,201711
9,-2.0,<b>-2</b> since last month,"{'description': 'The Houston Rockets are an American professional basketball team based in Houston, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Houston_Rockets'}",/trends/explore?q=/m/0jmfb&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Houston Rockets,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jmfb,<b>35 months</b> in top 10,Houston Rockets,15,//www.google.com/search?q=Houston+Rockets,26,Houston Rockets #10 in Google Trends Basketball teams chart,201711
10,1.0,<b>+1</b> since last month,"{'description': 'The San Antonio Spurs are an American professional basketball team based in San Antonio, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/San_Antonio_Spurs'}",/trends/explore?q=/m/0jmh7&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,San Antonio Spurs,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jmh7,<b>64 months</b> in top 10,San Antonio Spurs,17,//www.google.com/search?q=San+Antonio+Spurs,25,San Antonio Spurs #11 in Google Trends Basketball teams chart,201711
11,,<b>New</b> in chart,"{'description': ""The UCLA Bruins men's basketball program represents the University of California, Los Angeles in men's college basketball..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/UCLA_Bruins_men's_basketball""}",/trends/explore?q=/m/02pqcfz&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,UCLA Bruins men's basketball,True,Peaked at <b>#10</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/02pqcfz,<b>1 month</b> in top 10,UCLA Bruins men's basketball,28,//www.google.com/search?q=UCLA+Bruins+men's+basketball,23,UCLA Bruins men's basketball #12 in Google Trends Basketball teams chart,201711
12,-4.0,<b>-4</b> since last month,"{'description': 'The Chicago Bulls are an American professional basketball team based in Chicago, Illinois...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chicago_Bulls'}",/trends/explore?q=/m/0jm74&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Chicago Bulls,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jm74,<b>154 months</b> in top 10,Chicago Bulls,13,//www.google.com/search?q=Chicago+Bulls,23,Chicago Bulls #13 in Google Trends Basketball teams chart,201711
13,,<b>New</b> in chart,"{'description': ""The North Carolina Tar Heels men's basketball program is the intercollegiate men's basketball team of the University of..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/North_Carolina_Tar_Heels_men's_basketball""}",/trends/explore?q=/m/026xxv_&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,North Carolina Tar Heels men's basketball,True,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/026xxv_,<b>25 months</b> in top 10,North Carolina Tar Heels men's basketball,41,//www.google.com/search?q=North+Carolina+Tar+Heels+men's+basketball,21,North Carolina Tar Heels men's basketball #14 in Google Trends Basketball teams chart,201711
14,-5.0,<b>-5</b> since last month,"{'description': 'The Milwaukee Bucks are an American professional basketball team based in Milwaukee, Wisconsin...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Milwaukee_Bucks'}",/trends/explore?q=/m/0jmbv&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Milwaukee Bucks,False,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jmbv,<b>2 months</b> in top 10,Milwaukee Bucks,15,//www.google.com/search?q=Milwaukee+Bucks,20,Milwaukee Bucks #15 in Google Trends Basketball teams chart,201711
15,,<b>New</b> in chart,"{'description': ""The Michigan State Spartans men's basketball team represents Michigan State University and competes in the Big Ten Conference..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Michigan_State_Spartans_men's_basketball""}",/trends/explore?q=/m/02q1_xm&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Michigan State Spartans men's basketball,True,Peaked at <b>#7</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/02q1_xm,<b>1 month</b> in top 10,Michigan State Spartans men's basketball,40,//www.google.com/search?q=Michigan+State+Spartans+men's+basketball,20,Michigan State Spartans men's basketball #16 in Google Trends Basketball teams chart,201711
16,3.0,<b>+3</b> since last month,"{'description': 'The Detroit Pistons are an American professional basketball team based in Detroit, Michigan...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Detroit_Pistons'}",/trends/explore?q=/m/0jm8l&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Detroit Pistons,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jm8l,<b>27 months</b> in top 10,Detroit Pistons,15,//www.google.com/search?q=Detroit+Pistons,17,Detroit Pistons #17 in Google Trends Basketball teams chart,201711
17,-2.0,<b>-2</b> since last month,"{'description': 'The Miami Heat are an American professional basketball team based in Miami. The Heat compete in the National Basketball...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Miami_Heat'}",/trends/explore?q=/m/0jm2v&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Miami Heat,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jm2v,<b>156 months</b> in top 10,Miami Heat,10,//www.google.com/search?q=Miami+Heat,16,Miami Heat #18 in Google Trends Basketball teams chart,201711
18,-8.0,<b>-8</b> since last month,"{'description': 'The Minnesota Timberwolves are an American professional basketball team based in Minneapolis, Minnesota...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Minnesota_Timberwolves'}",/trends/explore?q=/m/0jmgb&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Minnesota Timberwolves,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/0jmgb,<b>8 months</b> in top 10,Minnesota Timberwolves,22,//www.google.com/search?q=Minnesota+Timberwolves,15,Minnesota Timberwolves #19 in Google Trends Basketball teams chart,201711
19,,<b>New</b> in chart,"{'description': ""The Wisconsin Badgers men's basketball team is a NCAA Division I college basketball team competing in the Big Ten Conference..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Wisconsin_Badgers_men's_basketball""}",/trends/explore?q=/m/02qkqcv&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Wisconsin Badgers men's basketball,True,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201711&geo=US&cat&mid=/m/02qkqcv,<b>3 months</b> in top 10,Wisconsin Badgers men's basketball,34,//www.google.com/search?q=Wisconsin+Badgers+men's+basketball,14,Wisconsin Badgers men's basketball #20 in Google Trends Basketball teams chart,201711
0,1.0,<b>+1</b> since last month,"{'description': 'The Cleveland Cavaliers, often referred to as the Cavs, are an American professional basketball team based in Cleveland, Ohio...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Cleveland_Cavaliers'}",/trends/explore?q=/m/0jm7n&date=2017-8-1+2017-9-1&geo=US,#d04108,5,Cleveland Cavaliers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm7n,<b>132 months</b> in top 10,Cleveland Cavaliers,19,//www.google.com/search?q=Cleveland+Cavaliers,100,Cleveland Cavaliers #1 in Google Trends Basketball teams chart,201708
1,1.0,<b>+1</b> since last month,"{'description': 'The Boston Celtics are an American professional basketball team based in Boston, Massachusetts...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Boston_Celtics'}",/trends/explore?q=/m/0bwjj&date=2017-8-1+2017-9-1&geo=US,#db601e,4,Boston Celtics,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0bwjj,<b>159 months</b> in top 10,Boston Celtics,14,//www.google.com/search?q=Boston+Celtics,74,Boston Celtics #2 in Google Trends Basketball teams chart,201708
2,-2.0,<b>-2</b> since last month,"{'description': 'The Los Angeles Lakers are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Lakers'}",/trends/explore?q=/m/0jmk7&date=2017-8-1+2017-9-1&geo=US,#db601e,4,Los Angeles Lakers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmk7,<b>171 months</b> in top 10,Los Angeles Lakers,18,//www.google.com/search?q=Los+Angeles+Lakers,61,Los Angeles Lakers #3 in Google Trends Basketball teams chart,201708
3,1.0,<b>+1</b> since last month,"{'description': 'The Golden State Warriors are an American professional basketball team based in Oakland, California...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Golden_State_Warriors'}",/trends/explore?q=/m/0jmj7&date=2017-8-1+2017-9-1&geo=US,#e68033,3,Golden State Warriors,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmj7,<b>86 months</b> in top 10,Golden State Warriors,21,//www.google.com/search?q=Golden+State+Warriors,46,Golden State Warriors #4 in Google Trends Basketball teams chart,201708
4,-1.0,<b>-1</b> since last month,"{'description': 'The New York Knickerbockers, commonly referred to as the Knicks, are an American professional basketball team based in...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/New_York_Knicks'}",/trends/explore?q=/m/0jm3v&date=2017-8-1+2017-9-1&geo=US,#e68033,3,New York Knicks,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm3v,<b>148 months</b> in top 10,New York Knicks,15,//www.google.com/search?q=New+York+Knicks,45,New York Knicks #5 in Google Trends Basketball teams chart,201708
5,4.0,<b>+4</b> since last month,"{'description': 'The Chicago Bulls are an American professional basketball team based in Chicago, Illinois...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chicago_Bulls'}",/trends/explore?q=/m/0jm74&date=2017-8-1+2017-9-1&geo=US,#f0a049,2,Chicago Bulls,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm74,<b>154 months</b> in top 10,Chicago Bulls,13,//www.google.com/search?q=Chicago+Bulls,21,Chicago Bulls #6 in Google Trends Basketball teams chart,201708
6,1.0,<b>+1</b> since last month,"{'description': 'The Miami Heat are an American professional basketball team based in Miami. The Heat compete in the National Basketball...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Miami_Heat'}",/trends/explore?q=/m/0jm2v&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Miami Heat,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm2v,<b>156 months</b> in top 10,Miami Heat,10,//www.google.com/search?q=Miami+Heat,19,Miami Heat #7 in Google Trends Basketball teams chart,201708
7,-2.0,<b>-2</b> since last month,"{'description': 'The Philadelphia 76ers are an American professional basketball team based in the Philadelphia metropolitan area...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Philadelphia_76ers'}",/trends/explore?q=/m/0jm4v&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Philadelphia 76ers,False,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm4v,<b>26 months</b> in top 10,Philadelphia 76ers,18,//www.google.com/search?q=Philadelphia+76ers,17,Philadelphia 76ers #8 in Google Trends Basketball teams chart,201708
8,-2.0,<b>-2</b> since last month,"{'description': 'The Houston Rockets are an American professional basketball team based in Houston, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Houston_Rockets'}",/trends/explore?q=/m/0jmfb&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Houston Rockets,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmfb,<b>35 months</b> in top 10,Houston Rockets,15,//www.google.com/search?q=Houston+Rockets,17,Houston Rockets #9 in Google Trends Basketball teams chart,201708
9,-1.0,<b>-1</b> since last month,"{'description': 'The Minnesota Timberwolves are an American professional basketball team based in Minneapolis, Minnesota...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Minnesota_Timberwolves'}",/trends/explore?q=/m/0jmgb&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Minnesota Timberwolves,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmgb,<b>8 months</b> in top 10,Minnesota Timberwolves,22,//www.google.com/search?q=Minnesota+Timberwolves,15,Minnesota Timberwolves #10 in Google Trends Basketball teams chart,201708
10,0.0,<b>Same rank</b> as last month,"{'description': 'The San Antonio Spurs are an American professional basketball team based in San Antonio, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/San_Antonio_Spurs'}",/trends/explore?q=/m/0jmh7&date=2017-8-1+2017-9-1&geo=US,#feca65,1,San Antonio Spurs,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmh7,<b>64 months</b> in top 10,San Antonio Spurs,17,//www.google.com/search?q=San+Antonio+Spurs,14,San Antonio Spurs #11 in Google Trends Basketball teams chart,201708
11,1.0,<b>+1</b> since last month,"{'description': 'The Los Angeles Clippers, abbreviated by the team as the LA Clippers, are an American professional basketball team based in Los Angeles...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Los_Angeles_Clippers'}",/trends/explore?q=/m/0jmjr&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Los Angeles Clippers,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmjr,<b>30 months</b> in top 10,Los Angeles Clippers,20,//www.google.com/search?q=Los+Angeles+Clippers,12,Los Angeles Clippers #12 in Google Trends Basketball teams chart,201708
12,3.0,<b>+3</b> since last month,"{'description': 'The Phoenix Suns are an American professional basketball team based in Phoenix, Arizona...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Phoenix_Suns'}",/trends/explore?q=/m/0jml5&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Phoenix Suns,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jml5,<b>18 months</b> in top 10,Phoenix Suns,12,//www.google.com/search?q=Phoenix+Suns,12,Phoenix Suns #13 in Google Trends Basketball teams chart,201708
13,-2.0,<b>-2</b> since last month,"{'description': 'The Oklahoma City Thunder are an American professional basketball team based in Oklahoma City, Oklahoma...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Oklahoma_City_Thunder'}",/trends/explore?q=/m/04cxw5b&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Oklahoma City Thunder,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/04cxw5b,<b>50 months</b> in top 10,Oklahoma City Thunder,21,//www.google.com/search?q=Oklahoma+City+Thunder,12,Oklahoma City Thunder #14 in Google Trends Basketball teams chart,201708
14,3.0,<b>+3</b> since last month,"{'description': 'The Milwaukee Bucks are an American professional basketball team based in Milwaukee, Wisconsin...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Milwaukee_Bucks'}",/trends/explore?q=/m/0jmbv&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Milwaukee Bucks,False,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmbv,<b>2 months</b> in top 10,Milwaukee Bucks,15,//www.google.com/search?q=Milwaukee+Bucks,9,Milwaukee Bucks #15 in Google Trends Basketball teams chart,201708
15,-1.0,<b>-1</b> since last month,"{'description': 'The Dallas Mavericks are an American professional basketball team based in Dallas, Texas...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dallas_Mavericks'}",/trends/explore?q=/m/0jmcv&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Dallas Mavericks,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jmcv,<b>94 months</b> in top 10,Dallas Mavericks,16,//www.google.com/search?q=Dallas+Mavericks,9,Dallas Mavericks #16 in Google Trends Basketball teams chart,201708
16,2.0,<b>+2</b> since last month,"{'description': 'The Brooklyn Nets are an American professional basketball team based in New York City in the borough of Brooklyn...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Brooklyn_Nets'}",/trends/explore?q=/m/0jm3b&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Brooklyn Nets,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm3b,<b>57 months</b> in top 10,Brooklyn Nets,13,//www.google.com/search?q=Brooklyn+Nets,9,Brooklyn Nets #17 in Google Trends Basketball teams chart,201708
17,,<b>New</b> in chart,"{'description': ""The Duke Blue Devils men's basketball team represents Duke University in NCAA Division I college basketball and competes..."", 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Duke_Blue_Devils_men's_basketball""}",/trends/explore?q=/m/026wlnm&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Duke Blue Devils men's basketball,True,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/026wlnm,<b>41 months</b> in top 10,Duke Blue Devils men's basketball,33,//www.google.com/search?q=Duke+Blue+Devils+men's+basketball,9,Duke Blue Devils men's basketball #18 in Google Trends Basketball teams chart,201708
18,,<b>New</b> in chart,"{'description': 'The Detroit Pistons are an American professional basketball team based in Detroit, Michigan...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Detroit_Pistons'}",/trends/explore?q=/m/0jm8l&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Detroit Pistons,True,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_teams&date=201708&geo=US&cat&mid=/m/0jm8l,<b>27 months</b> in top 10,Detroit Pistons,15,//www.google.com/search?q=Detroit+Pistons,8,Detroit Pistons #19 in Google Trends Basketball teams chart,201708
