User_id,Screen_name,Description,Friends_count,Statuses_count,favorite_count,location
252751102,Zoladuqfh,,39,0,0,
166306971,kennethbrayden,I'm back to school for a degree.  djcodrin / http://t.co/6snXNOCKej,1768,901,0,USA
135679618,Christopherdorf,,734,363,253,"ÜT: 38.852149,-77.021962"
18129386,michaelcmorin,Phi Kappa Psi - NOLA - Mover - Shaker,319,519,152,"Indianapolis, Indiana"
32329086,MarkBerniard,,316,1,1067,New Orleans
109189894,dvnthedude,,214,1114,8,New Orleans // San Francisco
248953928,kudohero,"lelaki 
27 th
pekerjaan Maintenance website",265,0,0,Jakarta
205982806,HavocTWolf,Official mascot of Loyola University New Orleans |Lover of all things #loyno | #BackthePack | #LoynoAlumni,1166,1183,921,Loyola University New Orleans
80315932,BaileyShultz,"I'm a public relations student at Loyola University New Orleans, currently working as an intern in the Office of Public Affairs.",167,102,0,"New Orleans, LA"
14483068,anandaleeke,"#Mindfulness Teacher+Author+Artist+Speaker. @mmtconline Chief #SocialMedia Officer. I help you outsmart stress + live, work & use social media mindfully!",6323,36578,7033,"Washington, DC"
28426244,cvehslage,,222,210,92,"Dallas, TX"
87501128,KKAguillard,Media & Marketing Manager @PortofGulfport | Loyola NOLA alumna | Psalm 16:11 | Hubs & the pup keep life entertaining | Happiness is chips & salsa,1663,5645,7,"Mississippi, USA"
40260566,LoyolaWolfPack,Loyola University New Orleans Athletics. Follow us on Facebook at https://t.co/KekaF0yeZd and on Instagram -https://t.co/tdSBMrJrk2,1887,12962,1229,"New Orleans, La."
242355175,JckLender,"Jack is a financial advocate, providing money advice and solutions.  Find OUTSTANDING advice on jacklender.blogspot.com and visit JackLender.com for cash now",586,56,0,
84550551,UmbertoMarzotto,I'm a songwriter and a sailor now getting ready to sail the world in 10 years to go and play music with everybody !,1320,3771,1297,Living  on Elpis  
228910876,MissTrainTracks,,219,226,0,
211620002,fratproblems,"I can always re-take a class, but I can never re-take a party. #fratproblems",4049,757,173,snapchat: fratproblems
241369286,Carlson_1694,,559,3,0,
95130328,JohnnyBev,,348,506,52,"New Orleans, LA"
235420235,itsromskiii,You need me :),265,3698,0,Miami
112622411,GABlueBelle,...I’ve been saved by the grace of Southern charm...,109,85,0,The South
26428457,ragardne,,187,7,0,
236164776,shannon_don,Sunny side up! Mobilian/ New Orleanian/ College Parker/ Parrallel Parker 🐢,1519,6143,7506,"College Park, MD"
21070428,AlyshaEjean,"I live the life of a modern day Alchemist, for I turn basic ideas into golden realities. My Ambition is my fuel.",376,5220,42,New Orleans
17681513,yokoono,"IMAGINE PEACE: Think PEACE, Act PEACE, Spread PEACE.",929506,11438,126,New York
24657701,DeliaDavidow,embrace the ginger,308,3884,732,Los Angeles
203798572,MARAW24,I'm at senior at Loyola University.,46,41,2,New Orleans
121063502,COYOTESband,C0SMIC C0L0RED AFTERGL0W AMERICANA // booking: duzmancini@gmail.com,1204,2112,350,NEW 0RLEANS
51806591,VickiNickiB,Fun-loving NOLA PR girl tweeting my random adventures. Member of the @NewOrleans CVB team. My tweets are my own. #Wildtimez,712,1614,23,New Orleans
24792328,caressapauline,Je veux vivre!,67,751,1,"Shreveport, LA"
44899604,kristinbriggs1,[Nasty] Woman • Building Digital products @Chase,578,600,340,
132064373,katie_ring,,101,768,82,
26956581,RolandGreene,"Professor at Stanford University, Director of Arcade.",999,1136,26,San Francisco
199557971,ellynhoran,Be in love with your life. Every minute of it. - Jack Kerouac,182,415,154,St.Louis
107175080,alannogee,"Clean energy consulting. Former Union of Concerned Scientists Clean Energy Program Director. Tweeting on renewable energy, coal, nuclear, climate.",1813,29381,3015,"Newton, MA 02461"
85482070,scuanne,It me,1002,6961,2983,
198572449,supcram,- Not my chair not my problem that's what I say chris@jooxmusic.com,487,12137,22553,MIA
77859606,cmvalent,Law Student. I LOVE to Travel!!,70,539,0,New Orleans
177929845,ndrwthms11,"Like reading books, environmental protection, tourism, sports, current affairs,,,.  http://t.co/C7rk3fOQL9",1094,87,0,
191622507,CarpOLarp,ΣΦΕ,683,351,134,"Dallas, TX"
73954071,KateHoelscher,Drafting a witty way of saying I'm a recent Loyola graduate working at a food brokerage company,356,742,4,New Orleans
144398531,LibbyWhiteside,,133,319,0,
219129121,Mike___King,"Writer, my first book is about surviving cardiac arrest & living in the shadow of sudden death thereafter. If there's a shadow hanging over you, this might help",635,22,0,"Surrey, UK"
217310133,BooksBridge,"http://t.co/zMVT66blDW offers lowest priced textbooks, eBooks,freebies and deal news.
You can even name your own price for any book!",99,47,0,BooksBridge.com
26422911,DjZoller,,782,177,92,
84388720,marimarvelez,,134,45,1,
215837199,BlackStar_Caffe,A Caffe where Culture meets Consciousness.,185,117,2,"Algiers, LA"
52861148,csmelan,,184,1499,51,
78524785,PatChilbin,Don't even think about touching my candy you gypsy bitch!,358,2534,126,"New Orleans, LA"
134665497,williecrossland,,389,1354,392,
214038360,SOUL8732,MY WAY,129,55,0,NEW ORLEANS
150551925,csvoelkel,I'm learning to be me #namethattune,540,6546,2566,New Orleans
214278984,NolaLoyolaBAP,,179,10,0,
14707457,dauria,Open book. Loves jokes. Conscious consumer. Enthusiast! Food and Lifestyle portfolio linked 👇🏼,348,3507,219,"Seattle, WA"
95575962,marycatherine47,,256,74,14,"Austin, TX"
113161673,adrianpmarin,#ph #startuplife #thirdculturekid,209,869,140,National Capital Region
183550016,DrackBack,"A fanatic on writing articles, especially on celebs and stories!",246,254,0,Everywhere
25132736,MarkJDavis,"Musician (drummer) from New Orleans, Louisiana. I ❤️playing drums. I'm the drummer for a band from New Orleans called Mahayla (Ma-hey-la)",1867,893,5864,WestBank New Orleans
151544744,_andreaangelina,"A girl should be two things: classy and fabulous
21 & a Loyola University Graduate 
♥ ΔΓ- Epsilion Phi Loyola New Orleans Alumn 
TΔH",213,5387,34,NOLA
86976054,Loyola_NOLA,Official Loyola University New Orleans handle.,2448,11439,9135,New Orleans
39280808,CCsCoffeehouse,We're on Instagram and FB too! @CCsCoffeeHouse,1824,4491,1419,Louisiana
207284267,Loyno_Panhell,"As the Panhellenic Council, we strive and work towards supporting each sorority chapter on campus & IFC & NPHC. Together we can make Greek Life the best.",49,24,0,"New Orleans, LA"
104213662,jfrussle,Now just watch me!,63,202,0,New Orleans
144088523,BhangShot,Raging hard in the big easy..,158,153,0,"New Orleans, LA"
204527618,FrEsH2dAdEaF,,18,2,0,
202793204,beachbbyxoxo,HAAay girl hay,27,4,0,"New Orleans, Louisiana"
179989259,misses305,,29,29,1,
198358206,emurph318,,107,164,102,Loyola New Orleans
93797319,Chilly320,,490,1748,115,"NJ,NY,NOLA,BARCELONA"
52127858,E_Laff,the road goes on forever and the party never ends.,536,7329,107,
110259377,EmilyHeiser,French Enthusiast and Feminist Activist.,336,7296,568,NOLA 
19371548,Ejvazque,"I'm athletic, studious, hard worker and stubborn. I like to surround myself with smart people.",236,602,4,"New Orleans, LA"
185384928,deltagammaloyno,Epsilon Phi Chapter of Delta Gamma Fraternity at Loyola University New Orleans,419,710,162,New Orleans
30501038,BetsyYoung,Speak your mind. You'll feel a thousand lbs lighter.,305,7248,443,"Richfield, MN"
21790681,theomotion,,227,1539,240,"Miami, FL"
142368470,stephaniearwood,Mom of 3 wonderful kids! Saints Fanatic! I bleed BLACK & GOLD! WHO-DAT 4 life!! God is my King and all glory is his & his alone!!,725,327,820,New Orleans/Marrero Louisiana
59520598,LFNewOrleans,Be Unique! Be YourseLF!,179,94,6,5408 Magazine Street
131271071,leighmthorpe,"A New Orleans native, Leigh is actively engaged in the revitalization of the community she loves.",370,536,125,"New Orleans, LA"
131271774,whitman_will,,194,4540,311, Seattle
114854806,amgarcia90,Miamian. New Orleanian.,370,424,13,"Miami, FL"
24019069,Metro_Nola,"For info on upcoming events, themed parties, and how to get on our guest list please visit http://t.co/4rNvmdj7Dl.",712,1989,2,New Orleans
41975290,Rafe_Dog,"San Diego native, went to Loyola University in New Orleans, now a Music Industry God with no hometown, traveling the world-ish.",91,1071,7,Earth
124566409,1aurenalexis,this is just a timeline for my future ghostwriter.,592,210,3035,
17541180,daprofile,,429,95,32,
60994051,fotozoi,Greek Life Photo Books and Calendars.,1645,101,4,IL
26569144,RGMolyneux,"Loyola Law 2L. PR girl at heart. Fiesty Italian. Fashionista. Big hair, big heels, and even bigger ambitions. http://t.co/JnqAcXKXyE.",997,3711,114,"New Orleans, Louisiana"
114530358,excitedBonbon50,,134,1,0,
28951887,MonicaAddeli,,377,4392,159,"New Orleans, LA"
110341794,nolacensus,,62,0,0,
33677316,XOXOMeaghan,. Abyssus Abyssum Invocat. Work hard & Play harder. Aliis Voliat Propriis. Nerd & proud. Vincit Qui Vincia. Passion Purpose & Patience.,273,26181,29584,NOLA
40145375,mcclainjohnson,"Writer, interviewer, podcaster, DJ, music fan, human being.",4113,30461,10219,"Kansas City, MO"
51309563,NashvilleHouse,"Once a college house of professional drinkers, now a house full of young professionals...who are still pretty damn good at drinking. This is Nashville",140,435,16,"The Big Easy, New Orleans "
22682751,halireed,,107,1410,2,
26424558,ItaMarieD,,594,583,191,Miami
35695785,ABenjaminMiller,"My name is Benjamin and I like waves, embarrassing TV shows, and ugly laughs.",41,1,21,"Honolulu, Hawaii"
42122667,tmcocek,Stuff.,590,3666,14,New Orleans
88589494,wingzoneuptown,Amazing Flavor. Delivered!,319,13,0,"6221 S Claiborne, NOLA"
24070058,rwhayden,It aint no sin to be glad you're alive,2656,6033,11438,Worcester/NOLA
24399208,DarrintonM,Philippians 4:13 #GOMAB,400,10408,117,"New Orleans, LA, USA"
74249091,sjzintak,,13,14,0,
42046766,AbbyGordon13,L I V I N G,781,3234,261,
29585158,smnelson689,,29,19,0,"Kansas City, MO"
31083492,mugboxes21,,32,21,0,
17598759,cmmacias,Law School Graduate. Miami Hurricane Fan. Saints Fan. Sports Fan. Fisherman. Crossfitter.,669,2487,4,New Orleans/Miami
19574150,melodicbabble,Child of the tide washes back ashore after life in the Big Easy. // Director of Marketing @Quoizel. I only Tweet during music award shows & mktg conferences.,635,8070,883,"Charleston, SC"
44403490,MignonMay,Retired Beltway Insider | Liberty Lover | Gregarious | Southern | @TMGAdvertising | Digital Marketing | #WhoDat,785,3116,1384,Down Yonder 
70543120,Gorgelia,,19,19,0,
70845098,Jene342,,145,0,0,"Boston, MA"
70019880,Sommerkind08,"cultural management (focus on classical music); festivals, orchestra tour management.",14,51,0,Cologne
40365478,chelsErose,,33,60,0,
57964360,beetlekillAK,people who grinned themselves to death,40,47,0,"Clinton, NY"
17797662,jdgonzales,"Dallas Real Estate agent by day. Lync Cycling Instructor...also by day. Life's about choices. Ride hard, take chances. Insta: @j_d #LyncUP",1000,15995,6512,www.lynccycling.com
51969489,rcphilli,Always trying to live the dream...,151,1765,1,"Atlanta, GA"
24955134,skweaver,,217,1916,8,San Francisco
52236209,JHobbes,People who love to eat are always the best people. -Julia Child,733,1137,173,"Washington, DC"
69420100,amandawood0,,262,397,2,
48625632,MichaelJRiess,,19,28,1,
