postId,hashtags1,hashtags2,hashtags3,hashtags4,hashtags5,hashtags6,hashtags7,hashtags8,hashtags9,
1.59E+18,,,,,,,,,,
1.59E+18,,,,,,,,,,
1.59E+18,gameofthrones,,,,,,,,,
1.59E+18,gots7,,,,,,,,,
1.59E+18,gots7,,,,,,,,,
1.59E+18,thedragonandthewolf,,,,,,,,,
1.59E+18,gots7,,,,,,,,,
1.59E+18,thedragonandthewolf,,,,,,,,,
1.59E+18,nationaldaydog,,,,,,,,,
1.59E+18,,,,,,,,,,
1.59E+18,,,,,,,,,,
1.59E+18,beyondthewall,,,,,,,,,
1.59E+18,beyondthewall,,,,,,,,,
1.59E+18,beyondthewall,,,,,,,,,
1.58E+18,,,,,,,,,,
1.58E+18,gameofthrones,,,,,,,,,
1.58E+18,eastwatch,,,,,,,,,
1.58E+18,eastwatch,,,,,,,,,
1.58E+18,,,,,,,,,,
1.58E+18,,,,,,,,,,
1.58E+18,thespoilsofwar,,,,,,,,,
1.58E+18,thespoilsofwar,,,,,,,,,
1.57E+18,cersei,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,thequeensjustice,,,,,,,,,
1.57E+18,thequeensjustice,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,,,,,,,,,,
1.57E+18,stormborn,,,,,,,,,
1.57E+18,stormborn,,,,,,,,,
1.56E+18,,,,,,,,,,
1.56E+18,,,,,,,,,,
1.56E+18,,,,,,,,,,
1.56E+18,,,,,,,,,,
1.56E+18,,,,,,,,,,
1.56E+18,dragonstone,,,,,,,,,
1.56E+18,dragonstone,,,,,,,,,
1.56E+18,gameofthrones,,,,,,,,,
1.56E+18,gameofthrones,,,,,,,,,
1.56E+18,,,,,,,,,,
1.56E+18,,,,,,,,,,
1.55E+18,,,,,,,,,,
1.55E+18,,,,,,,,,,
1.55E+18,,,,,,,,,,
1.55E+18,,,,,,,,,,
1.55E+18,winterishere,,,,,,,,,
1.54E+18,jorah,,,,,,,,,
1.54E+18,winterishere,,,,,,,,,
1.54E+18,winterishere, gameofthrones,,,,,,,,
1.54E+18,gots7,,,,,,,,,
1.54E+18,shae,,,,,,,,,
1.54E+18,lavidanuestra,,,,,,,,,
1.54E+18,lavidanuestra,,,,,,,,,
1.53E+18,,,,,,,,,,
1.53E+18,,,,,,,,,,
1.53E+18,,,,,,,,,,
1.53E+18,gots3,,,,,,,,,
1.53E+18,,,,,,,,,,
1.52E+18,,,,,,,,,,
1.52E+18,,,,,,,,,,
1.52E+18,gameofthrones,,,,,,,,,
1.52E+18,kingjoffrey,,,,,,,,,
1.52E+18,,,,,,,,,,
1.51E+18,,,,,,,,,,
1.51E+18,,,,,,,,,,
1.51E+18,,,,,,,,,,
1.51E+18,,,,,,,,,,
1.50E+18,,,,,,,,,,
1.50E+18,,,,,,,,,,
1.50E+18,,,,,,,,,,
1.50E+18,,,,,,,,,,
1.50E+18,,,,,,,,,,
1.49E+18,,,,,,,,,,
1.49E+18,,,,,,,,,,
1.49E+18,,,,,,,,,,
1.49E+18,,,,,,,,,,
1.48E+18,oberyn,,,,,,,,,
1.48E+18,,,,,,,,,,
1.48E+18,,,,,,,,,,
1.48E+18,,,,,,,,,,
1.48E+18,,,,,,,,,,
1.47E+18,shae,,,,,,,,,
1.47E+18,,,,,,,,,,
1.47E+18,,,,,,,,,,
1.47E+18,,,,,,,,,,
1.47E+18,,,,,,,,,,
1.47E+18,,,,,,,,,,
1.47E+18,,,,,,,,,,
1.46E+18,,,,,,,,,,
1.46E+18,,,,,,,,,,
1.46E+18,,,,,,,,,,
1.46E+18,season4,,,,,,,,,
1.46E+18,,,,,,,,,,
1.45E+18,,,,,,,,,,
1.45E+18,,,,,,,,,,
1.45E+18,,,,,,,,,,
1.45E+18,,,,,,,,,,
1.44E+18,,,,,,,,,,
1.44E+18,,,,,,,,,,
1.44E+18,sagawards,,,,,,,,,
1.44E+18,,,,,,,,,,
1.44E+18,,,,,,,,,,
1.43E+18,,,,,,,,,,
1.43E+18,,,,,,,,,,
1.43E+18,,,,,,,,,,
1.42E+18,,,,,,,,,,
1.42E+18,,,,,,,,,,
1.42E+18,,,,,,,,,,
1.42E+18,,,,,,,,,,
1.41E+18,,,,,,,,,,
1.41E+18,,,,,,,,,,
1.41E+18,,,,,,,,,,
1.41E+18,,,,,,,,,,
1.41E+18,,,,,,,,,,
1.40E+18,,,,,,,,,,
1.40E+18,,,,,,,,,,
1.40E+18,gameofthrones,,,,,,,,,
1.40E+18,,,,,,,,,,
1.40E+18,,,,,,,,,,
1.39E+18,,,,,,,,,,
1.39E+18,varys,,,,,,,,,
1.39E+18,,,,,,,,,,
1.39E+18,got6dvd,,,,,,,,,
1.39E+18,,,,,,,,,,
1.38E+18,gotseason2,,,,,,,,,
1.38E+18,sevillafc,,,,,,,,,
1.38E+18,,,,,,,,,,
1.38E+18,,,,,,,,,,
1.37E+18,,,,,,,,,,
1.37E+18,,,,,,,,,,
1.37E+18,gameofthrones,,,,,,,,,
1.37E+18,,,,,,,,,,
1.37E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.36E+18,,,,,,,,,,
1.35E+18,,,,,,,,,,
1.35E+18,jaimelannister,,,,,,,,,
1.35E+18,,,,,,,,,,
1.35E+18,,,,,,,,,,
1.35E+18,,,,,,,,,,
1.35E+18,,,,,,,,,,
1.35E+18,,,,,,,,,,
1.34E+18,emmys,,,,,,,,,
1.34E+18,,,,,,,,,,
1.34E+18,emmys,,,,,,,,,
1.34E+18,emmys,,,,,,,,,
1.34E+18,emmys,,,,,,,,,
1.34E+18,emmys,,,,,,,,,
1.34E+18,cersei,,,,,,,,,
1.33E+18,gameofthrones,,,,,,,,,
1.33E+18,,,,,,,,,,
1.33E+18,happynationaldogday,,,,,,,,,
1.32E+18,,,,,,,,,,
1.32E+18,,,,,,,,,,
1.32E+18,,,,,,,,,,
1.31E+18,,,,,,,,,,
1.31E+18,khaldrogo,,,,,,,,,
1.30E+18,,,,,,,,,,
1.30E+18,,,,,,,,,,
1.30E+18,,,,,,,,,,
1.30E+18,gameofthrones,,,,,,,,,
1.29E+18,,,,,,,,,,
1.29E+18,,,,,,,,,,
1.29E+18,,,,,,,,,,
1.29E+18,,,,,,,,,,
1.28E+18,gameofthrones,,,,,,,,,
1.28E+18,,,,,,,,,,
1.28E+18,,,,,,,,,,
1.28E+18,,,,,,,,,,
1.28E+18,gameofthrones,,,,,,,,,
1.28E+18,thewindsofwinter,,,,,,,,,
1.28E+18,gameofthrones,,,,,,,,,
1.28E+18,jorah,,,,,,,,,
1.28E+18,,,,,,,,,,
1.28E+18,,,,,,,,,,
1.28E+18,battleofthebastards,,,,,,,,,
1.28E+18,,,,,,,,,,
1.28E+18,robbstark,,,,,,,,,
1.27E+18,shae,,,,,,,,,
1.27E+18,,,,,,,,,,
1.27E+18,,,,,,,,,,
1.27E+18,noone,,,,,,,,,
1.27E+18,noone,,,,,,,,,
1.27E+18,,,,,,,,,,
1.27E+18,,,,,,,,,,
1.27E+18,,,,,,,,,,
1.27E+18,,,,,,,,,,
1.26E+18,,,,,,,,,,
1.26E+18,bloodofmyblood,,,,,,,,,
1.26E+18,bloodofmyblood,,,,,,,,,
1.26E+18,gameofthrones,,,,,,,,,
1.26E+18,,,,,,,,,,
1.26E+18,thedoor,,,,,,,,,
1.26E+18,thedoor,,,,,,,,,
1.26E+18,,,,,,,,,,
1.25E+18,,,,,,,,,,
1.25E+18,bookofthestranger,,,,,,,,,
1.25E+18,bookofthestranger,,,,,,,,,
1.25E+18,,,,,,,,,,
1.25E+18,oathbreaker,,,,,,,,,
1.25E+18,oathbreaker,,,,,,,,,
1.24E+18,gameofthrones,,,,,,,,,
1.24E+18,,,,,,,,,,
1.24E+18,gotseason6,,,,,,,,,
1.24E+18,,,,,,,,,,
1.24E+18,,,,,,,,,,
1.24E+18,,,,,,,,,,
1.24E+18,,,,,,,,,,
1.23E+18,,,,,,,,,,
1.23E+18,,,,,,,,,,
1.23E+18,,,,,,,,,,
1.23E+18,,,,,,,,,,
1.23E+18,,,,,,,,,,
1.23E+18,gotpremierela,,,,,,,,,
1.23E+18,,,,,,,,,,
1.22E+18,,,,,,,,,,
1.22E+18,snl,,,,,,,,,
1.22E+18,snl,,,,,,,,,
1.22E+18,,,,,,,,,,
1.22E+18,,,,,,,,,,
1.22E+18,oberynmartell,,,,,,,,,
1.22E+18,,,,,,,,,,
1.22E+18,gotseason6,,,,,,,,,
1.21E+18,,,,,,,,,,
1.21E+18,,,,,,,,,,
1.21E+18,prayforpeace,,,,,,,,,
1.21E+18,,,,,,,,,,
1.21E+18,bronn,,,,,,,,,
1.20E+18,,,,,,,,,,
1.20E+18,gotseason6,,,,,,,,,
1.20E+18,,,,,,,,,,
1.20E+18,gotseason6,,,,,,,,,
1.20E+18,gotseason6,,,,,,,,,
1.19E+18,,,,,,,,,,
1.19E+18,gotseason6,,,,,,,,,
1.19E+18,sansastark,,,,,,,,,
1.19E+18,,,,,,,,,,
1.19E+18,,,,,,,,,,
1.18E+18,,,,,,,,,,
1.18E+18,gotseason6,,,,,,,,,
1.18E+18,,,,,,,,,,
1.18E+18,gotseason6,,,,,,,,,
1.18E+18,margaerytyrell,,,,,,,,,
1.18E+18,purplewedding,,,,,,,,,
1.18E+18,,,,,,,,,,
1.18E+18,,,,,,,,,,
1.17E+18,,,,,,,,,,
1.17E+18,gameofthrones,,,,,,,,,
1.17E+18,,,,,,,,,,
1.17E+18,,,,,,,,,,
1.17E+18,gameofthrones,,,,,,,,,
1.16E+18,,,,,,,,,,
1.16E+18,alanrickman, severussnape,,,,,,,,
1.16E+18,gameofthrones, mondaymotivation,,,,,,,,
1.16E+18,,,,,,,,,,
1.16E+18,gotseason6,,,,,,,,,
1.16E+18,,,,,,,,,,
1.15E+18,,,,,,,,,,
1.15E+18,,,,,,,,,,
1.15E+18,,,,,,,,,,
1.15E+18,,,,,,,,,,
1.15E+18,,,,,,,,,,
1.15E+18,gameofthrones,,,,,,,,,
1.14E+18,,,,,,,,,,
1.14E+18,gameofthrones,,,,,,,,,
1.14E+18,,,,,,,,,,
1.14E+18,sagawards,,,,,,,,,
1.13E+18,,,,,,,,,,
1.13E+18,gotseason4,,,,,,,,,
1.13E+18,gameofthrones,,,,,,,,,
1.13E+18,,,,,,,,,,
1.13E+18,,,,,,,,,,
1.13E+18,,,,,,,,,,
1.12E+18,gotseason6,,,,,,,,,
1.12E+18,,,,,,,,,,
1.12E+18,,,,,,,,,,
1.12E+18,,,,,,,,,,
1.12E+18,prayfortheworld, prayforparis,,,,,,,,
1.12E+18,,,,,,,,,,
1.12E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,gothalloween,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,,,,,,,,,,
1.11E+18,peterdinklage,,,,,,,,,
1.11E+18,,,,,,,,,,
1.10E+18,khaldrogo,,,,,,,,,
1.10E+18,emmys2015,,,,,,,,,
1.10E+18,,,,,,,,,,
1.10E+18,daenerystargaryen,,,,,,,,,
1.10E+18,,,,,,,,,,
1.10E+18,,,,,,,,,,
1.10E+18,gameofthrones,,,,,,,,,
1.10E+18,gameofthrones,,,,,,,,,
1.10E+18,,,,,,,,,,
1.10E+18,emmys2015,,,,,,,,,
1.10E+18,gameofthrones,,,,,,,,,
1.10E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,gotseason6,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,emmys2015,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,,,,,,,,,,
1.09E+18,gotseason5,,,,,,,,,
1.08E+18,emmys,,,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,emmys,,,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,emmys,,,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,emmys, gameofthrones,,,,,,,,
1.08E+18,peterdinklagesmanbun,,,,,,,,,
1.08E+18,emmys,,,,,,,,,
1.08E+18,emmys, gameofthrones,,,,,,,,
1.08E+18,emmys2015,,,,,,,,,
1.08E+18,gameofthrones, emmys,,,,,,,,
1.08E+18,emmys2015,,,,,,,,,
1.08E+18,emmys,,,,,,,,,
1.08E+18,emmys, emmys2015,,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,gameofthrones, asongoficeandfire, asoiaf,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,,,,,,,,,,
1.08E+18,,,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,gameofthrones, hbo,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,,,,,,,,,,
1.07E+18,gameofthrones,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,gameofthrones,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,nationaldogday,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,,,,,,,,,,
1.06E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,gotseason4,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,nightsking,,,,,,,,,
1.05E+18,internationalcatday,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,,,,,,,,,,
1.05E+18,gameofthrones,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,roguecut, xmen, bolivartrask,,,,,,,
1.04E+18,khaldrogo,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,jaimelannister,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.04E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,adamsandler, peterdinklage,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,gotseason5,,,,,,,,,
1.03E+18,emmys2015,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,gotseason5, tyrionlannister, peterdinklage, gameofthrones, hbo,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,gameofthrones,,,,,,,,,
1.03E+18,,,,,,,,,,
1.03E+18,,,,,,,,,,
1.02E+18,eddieplant,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,eddieplant,,,,,,,,,
1.02E+18,happy4thofjuly, blackwater,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,gotseason1,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,gameofthrones,,,,,,,,,
1.02E+18,,,,,,,,,,
1.02E+18,lovewins,,,,,,,,,
1.02E+18,,,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,jorahmormont,,,,,,,,,
1.01E+18,gotseason5,,,,,,,,,
1.01E+18,gameofthrones,,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,gameofthrones, mothersmercy,,,,,,,,
1.01E+18,gameofthrones,,,,,,,,,
1.01E+18,gotseason5,,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,robbstark,,,,,,,,,
1.01E+18,gameofthrones, mothersmercy,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,gameofthrones, mothersmercy,,,,,,,,
1.01E+18,mothersmercy,,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,thedanceofdragons,,,,,,,,,
1.01E+18,,,,,,,,,,
1.01E+18,,,,,,,,,,
1.00E+18,gameofthrones,,,,,,,,,
1.00E+18,,,,,,,,,,
1.00E+18,thedanceofdragons,,,,,,,,,
1.00E+18,thedanceofdragons,,,,,,,,,
1.00E+18,thedanceofdragons,,,,,,,,,
1.00E+18,,,,,,,,,,
1.00E+18,,,,,,,,,,
9.98E+17,hardhome,,,,,,,,,
9.97E+17,hardhome,,,,,,,,,
9.97E+17,,,,,,,,,,
9.96E+17,,,,,,,,,,
9.96E+17,gameofthrones,,,,,,,,,
9.95E+17,,,,,,,,,,
9.95E+17,,,,,,,,,,
9.94E+17,,,,,,,,,,
9.94E+17,,,,,,,,,,
9.93E+17,,,,,,,,,,
9.93E+17,thegift,,,,,,,,,
9.92E+17,,,,,,,,,,
9.91E+17,,,,,,,,,,
9.91E+17,,,,,,,,,,
9.91E+17,rednoseday, coldplay,,,,,,,,
9.91E+17,rednoseday, coldplay,,,,,,,,
9.90E+17,unbowedunbentunbroken,,,,,,,,,
9.89E+17,,,,,,,,,,
9.88E+17,gotseason3, secondsons,,,,,,,,
9.88E+17,,,,,,,,,,
9.87E+17,,,,,,,,,,
9.86E+17,michellefairley,,,,,,,,,
9.86E+17,,,,,,,,,,
9.86E+17,,,,,,,,,,
9.85E+17,,,,,,,,,,
9.84E+17,killtheboy,,,,,,,,,
9.83E+17,,,,,,,,,,
9.83E+17,,,,,,,,,,
9.83E+17,,,,,,,,,,
9.82E+17,,,,,,,,,,
9.82E+17,,,,,,,,,,
9.81E+17,,,,,,,,,,
9.80E+17,,,,,,,,,,
9.80E+17,,,,,,,,,,
9.79E+17,bolivartrask,,,,,,,,,
9.78E+17,gobig,,,,,,,,,
9.78E+17,thesonsoftheharpy,,,,,,,,,
9.78E+17,peterdinklage, iainglen,,,,,,,,
9.77E+17,gameofthrones,,,,,,,,,
9.76E+17,oberynmartell,,,,,,,,,
9.76E+17,,,,,,,,,,
9.75E+17,khaldrogo,,,,,,,,,
9.75E+17,,,,,,,,,,
9.74E+17,gotseason5, highsparrow,,,,,,,,
9.74E+17,,,,,,,,,,
9.73E+17,,,,,,,,,,
9.73E+17,highsparrow,,,,,,,,,
9.73E+17,gameofthrones,,,,,,,,,
9.72E+17,gameofthrones,,,,,,,,,
9.72E+17,gameofthrones,,,,,,,,,
9.72E+17,,,,,,,,,,
9.71E+17,,,,,,,,,,
9.71E+17,,,,,,,,,,
9.71E+17,,,,,,,,,,
9.70E+17,,,,,,,,,,
9.69E+17,,,,,,,,,,
9.68E+17,gameofthrones,,,,,,,,,
9.68E+17,gotseason5,,,,,,,,,
9.67E+17,gotseason5,,,,,,,,,
9.66E+17,,,,,,,,,,
9.66E+17,,,,,,,,,,
9.65E+17,nedstark,,,,,,,,,
9.65E+17,,,,,,,,,,
9.64E+17,gotseason5,,,,,,,,,
9.63E+17,,,,,,,,,,
9.62E+17,,,,,,,,,,
9.62E+17,,,,,,,,,,
9.61E+17,gotseason5,,,,,,,,,
9.60E+17,gotseason5,,,,,,,,,
9.60E+17,,,,,,,,,,
9.59E+17,,,,,,,,,,
9.58E+17,,,,,,,,,,
9.57E+17,,,,,,,,,,
9.56E+17,,,,,,,,,,
9.54E+17,,,,,,,,,,
9.54E+17,,,,,,,,,,
9.52E+17,,,,,,,,,,
9.50E+17,,,,,,,,,,
9.49E+17,tyrionlannister,,,,,,,,,
9.49E+17,gotseason5,,,,,,,,,
9.48E+17,,,,,,,,,,
9.48E+17,gotseason5premiere,,,,,,,,,
9.47E+17,,,,,,,,,,
9.45E+17,gotseason4,,,,,,,,,
9.44E+17,gotseason5,,,,,,,,,
9.43E+17,,,,,,,,,,
9.42E+17,,,,,,,,,,
9.42E+17,breakingbad,,,,,,,,,
9.41E+17,,,,,,,,,,
9.40E+17,gotseason5,,,,,,,,,
9.39E+17,,,,,,,,,,
9.39E+17,,,,,,,,,,
9.38E+17,tyrionlannister,,,,,,,,,
9.38E+17,gotseason5,,,,,,,,,
9.37E+17,gotseason5,,,,,,,,,
9.36E+17,,,,,,,,,,
9.35E+17,,,,,,,,,,
9.34E+17,worldbookday,,,,,,,,,
9.33E+17,,,,,,,,,,
9.32E+17,,,,,,,,,,
9.32E+17,,,,,,,,,,
9.30E+17,,,,,,,,,,
9.30E+17,,,,,,,,,,
9.29E+17,,,,,,,,,,
9.28E+17,,,,,,,,,,
9.25E+17,gotseason5,,,,,,,,,
9.25E+17,loveyourpetday,,,,,,,,,
9.24E+17,,,,,,,,,,
9.23E+17,,,,,,,,,,
9.20E+17,,,,,,,,,,
9.20E+17,,,,,,,,,,
9.18E+17,margaerytyrell,,,,,,,,,
9.17E+17,,,,,,,,,,
9.15E+17,,,,,,,,,,
9.14E+17,,,,,,,,,,
9.12E+17,gotseason5,,,,,,,,,
9.11E+17,,,,,,,,,,
9.10E+17,gotseason5,,,,,,,,,
9.09E+17,,,,,,,,,,
9.08E+17,throwback,,,,,,,,,
9.06E+17,sagawards,,,,,,,,,
9.04E+17,,,,,,,,,,
9.04E+17,,,,,,,,,,
9.03E+17,,,,,,,,,,
9.02E+17,,,,,,,,,,
9.00E+17,,,,,,,,,,
8.99E+17,,,,,,,,,,
8.98E+17,,,,,,,,,,
8.97E+17,,,,,,,,,,
8.96E+17,,,,,,,,,,
8.95E+17,gotseason5,,,,,,,,,
8.94E+17,gotseason5,,,,,,,,,
8.93E+17,tyrionlannister,,,,,,,,,
8.92E+17,bestmemoriesof2014,,,,,,,,,
8.91E+17,,,,,,,,,,
8.89E+17,,,,,,,,,,
8.89E+17,,,,,,,,,,
8.86E+17,,,,,,,,,,
8.84E+17,besttvlines2014,,,,,,,,,
8.83E+17,,,,,,,,,,
8.81E+17,gameofthrones, besttvlines2014,,,,,,,,
8.81E+17,cerseilannister, tyrionlannister,,,,,,,,
8.79E+17,tyrionlannister,,,,,,,,,
8.77E+17,,,,,,,,,,
8.76E+17,,,,,,,,,,
8.73E+17,gameofthrones,,,,,,,,,
8.70E+17,,,,,,,,,,
8.67E+17,,,,,,,,,,
8.63E+17,,,,,,,,,,
8.62E+17,,,,,,,,,,
8.59E+17,,,,,,,,,,
8.56E+17,,,,,,,,,,
8.52E+17,,,,,,,,,,
8.50E+17,,,,,,,,,,
8.48E+17,,,,,,,,,,
8.46E+17,family,,,,,,,,,
8.44E+17,gothalloween,,,,,,,,,
8.42E+17,,,,,,,,,,
8.41E+17,valardohaeris,,,,,,,,,
8.40E+17,gotseason5,,,,,,,,,
8.38E+17,emiliaclarke, daenerystargaryen,,,,,,,,
8.38E+17,xmen,,,,,,,,,
8.36E+17,,,,,,,,,,
8.35E+17,,,,,,,,,,
8.34E+17,,,,,,,,,,
8.33E+17,,,,,,,,,,
8.33E+17,throwback,,,,,,,,,
8.31E+17,,,,,,,,,,
8.30E+17,gameofthrones,,,,,,,,,
8.28E+17,charlesdance, tywinlannister,,,,,,,,
8.27E+17,,,,,,,,,,
8.25E+17,,,,,,,,,,
8.24E+17,,,,,,,,,,
8.23E+17,,,,,,,,,,
8.22E+17,,,,,,,,,,
8.20E+17,,,,,,,,,,
8.19E+17,,,,,,,,,,
8.17E+17,,,,,,,,,,
8.16E+17,,,,,,,,,,
8.15E+17,,,,,,,,,,
8.14E+17,gotseason5,,,,,,,,,
8.12E+17,,,,,,,,,,
8.12E+17,,,,,,,,,,
8.10E+17,,,,,,,,,,
8.09E+17,,,,,,,,,,
8.06E+17,purplewedding,,,,,,,,,
8.04E+17,lowdown,,,,,,,,,
8.02E+17,,,,,,,,,,
8.01E+17,,,,,,,,,,
8.00E+17,monster,,,,,,,,,
7.99E+17,kitharington, peterdinklage,,,,,,,,
7.98E+17,,,,,,,,,,
7.96E+17,,,,,,,,,,
7.95E+17,emmys2014, peterdinklage,,,,,,,,
7.95E+17,peterdinklage, emmys2014,,,,,,,,
7.95E+17,,,,,,,,,,
7.94E+17,peterdinklage,,,,,,,,,
7.92E+17,peterdinklage, tyrionlannister,,,,,,,,
7.91E+17,peterdinklage,,,,,,,,,
7.90E+17,tyrionlannister,,,,,,,,,
7.89E+17,,,,,,,,,,
7.88E+17,legends,,,,,,,,,
7.87E+17,robinwilliams,,,,,,,,,
7.86E+17,,,,,,,,,,
7.85E+17,,,,,,,,,,
7.83E+17,peterdinklage,,,,,,,,,
7.82E+17,,,,,,,,,,
7.80E+17,bromance,,,,,,,,,
7.78E+17,,,,,,,,,,
7.77E+17,,,,,,,,,,
7.75E+17,,,,,,,,,,
7.71E+17,,,,,,,,,,
7.68E+17,,,,,,,,,,
7.67E+17,,,,,,,,,,
7.66E+17,,,,,,,,,,
7.63E+17,,,,,,,,,,
7.62E+17,,,,,,,,,,
7.60E+17,,,,,,,,,,
7.57E+17,,,,,,,,,,
7.56E+17,,,,,,,,,,
7.54E+17,,,,,,,,,,
7.52E+17,,,,,,,,,,
7.51E+17,,,,,,,,,,
7.49E+17,,,,,,,,,,
7.47E+17,,,,,,,,,,
7.46E+17,,,,,,,,,,
7.44E+17,,,,,,,,,,
7.44E+17,,,,,,,,,,
7.42E+17,,,,,,,,,,
7.40E+17,,,,,,,,,,
7.39E+17,,,,,,,,,,
7.36E+17,,,,,,,,,,
7.34E+17,themountainandtheviper,,,,,,,,,
7.32E+17,,,,,,,,,,
7.30E+17,,,,,,,,,,
7.28E+17,,,,,,,,,,
7.25E+17,,,,,,,,,,
7.23E+17,gameofthrones, mockingbird,,,,,,,,
7.22E+17,,,,,,,,,,
7.21E+17,,,,,,,,,,
7.20E+17,,,,,,,,,,
7.18E+17,,,,,,,,,,
7.17E+17,,,,,,,,,,
7.13E+17,,,,,,,,,,
7.12E+17,tyrionquotes,,,,,,,,,
7.10E+17,,,,,,,,,,
7.08E+17,gameofthrones,,,,,,,,,
7.05E+17,,,,,,,,,,
7.04E+17,,,,,,,,,,
7.01E+17,,,,,,,,,,
6.99E+17,,,,,,,,,,
6.98E+17,gameofthrones,,,,,,,,,
6.96E+17,,,,,,,,,,
6.95E+17,,,,,,,,,,
6.93E+17,gotseason4,,,,,,,,,
6.91E+17,,,,,,,,,,
6.89E+17,,,,,,,,,,
6.88E+17,,,,,,,,,,
6.85E+17,,,,,,,,,,
6.83E+17,,,,,,,,,,
6.79E+17,,,,,,,,,,
6.76E+17,,,,,,,,,,
6.74E+17,,,,,,,,,,
6.70E+17,,,,,,,,,,
6.67E+17,,,,,,,,,,
6.62E+17,,,,,,,,,,
6.57E+17,,,,,,,,,,
6.55E+17,,,,,,,,,,
6.52E+17,,,,,,,,,,
6.49E+17,,,,,,,,,,
6.47E+17,gotseason4, gameofthrones,,,,,,,,
6.44E+17,,,,,,,,,,
6.39E+17,,,,,,,,,,
