,col
86694,synodic_month
86695,moonlight
86696,moonshine
86699,Sun_Myung_Moon
86701,daydream
86704,moon_around
86705,moon_on
86707,rapid_climb
86708,rapid_growth
86709,zoom
86710,soar
86713,zoom_along
86715,whizz_along
86718,soar_up
86719,soar_upwards
86720,surge
86728,subtitle
86733,carp
86735,cavil
86737,chicane
86740,goodness
86743,commodity
86744,trade_good
86800,thoroughly
86801,soundly
86976,fifties
86977,1950s
87005,twins
87013,Twin_Falls
87014,counterpart
87015,similitude
87018,duplicate
87019,parallel
87036,circular
87037,handbill
87039,broadside
87040,broadsheet
87043,throwaway
87052,disk_jockey
87053,disc_jockey
87054,dj
87055,disk-jockey
87056,disc-jockey
87057,DJ
87097,stigmatization
87098,stigmatisation
87099,branding
87245,Billy_Sunday
87246,William_Ashley_Sunday
87397,dating
87398,geological_dating
87408,single
87409,bingle
87412,I
87421,unmarried
87427,undivided
87428,exclusive
87433,diabetes
87582,supernumerary
87583,spear_carrier
87584,extra
87597,light_heavyweight
87598,cruiserweight
87612,Myanmar
87613,Union_of_Burma
87614,Burma
87785,healthy
87788,salubrious
87789,good_for_you
87791,intelligent
87792,levelheaded
87793,level-headed
87795,goodly
87796,goodish
87798,hefty
87800,sizable
87801,sizeable
87802,tidy
87842,surviving
87858,chill
87859,iciness
87860,gelidity
87861,frisson
87862,shiver
87865,shudder
87867,tingle
87869,shivering
87871,pall
87873,cool
87875,cool_down
88184,cycling
88196,silence
88199,muteness
88201,secrecy
88202,secretiveness
88204,hush
88205,quieten
88207,still
88208,shut_up
88209,hush_up
88211,long
88214,retentive
88215,recollective
88217,tenacious
88221,farseeing
88222,farsighted
88223,foresighted
88224,foresightful
88225,prospicient
88227,longsighted
88229,longest
88234,relive
88235,live_over
88248,uncensored
88294,Mandela
88295,Nelson_Mandela
88296,Nelson_Rolihlahla_Mandela
88418,cock_sucking
88419,blowjob
88525,Vietnam
88526,Socialist_Republic_of_Vietnam
88527,Viet_Nam
88528,Annam
88529,Vietnam_War
88543,empire
88544,imperium
88547,conglomerate
88549,Empire
88554,reader
88555,subscriber
88558,reviewer
88559,referee
88561,proofreader
88563,lector
88566,lecturer
88613,tarmacadam
88614,tarmac
88617,macadam
88618,macadamize
88619,macadamise
89251,Clinton
89252,Hilary_Clinton
89253,Hilary_Rodham_Clinton
89255,Bill_Clinton
89256,William_Jefferson_Clinton
89257,President_Clinton
89259,DeWitt_Clinton
89455,Lesbos
89456,Lesvos
89457,Mytilene
89505,ecstasy
89506,rapture
89508,exaltation
89509,raptus
89533,destruction
89546,remainder
89547,remnant
89548,oddment
89554,cease
89595,Judgment_Day
89596,Judgement_Day
89597,Day_of_Judgment
89598,Day_of_Judgement
89599,Doomsday
89600,Last_Judgment
89601,Last_Judgement
89602,Last_Day
89603,eschaton
89606,crack_of_doom
89702,woody
89703,arboraceous
89704,arboreous
89705,woodsy
89708,buzz
89709,bombilation
89710,bombination
89713,bombinate
89714,bombilate
89716,hum
89718,seethe
89744,visible_light
89745,visible_radiation
89747,light_source
89749,luminosity
89750,brightness
89751,brightness_level
89752,luminance
89753,luminousness
89757,illumination
89759,lightness
89765,twinkle
89766,spark
89769,Inner_Light
89770,Light
89771,Light_Within
89772,Christ_Within
89774,lighter
89776,igniter
89777,ignitor
89779,illume
89780,illumine
89781,light_up
89782,illuminate
89786,alight
89788,perch
89793,unhorse
89794,dismount
89797,get_down
89800,light-colored
89805,unaccented
89807,weak
89813,unclouded
89815,lightsome
89816,tripping
89820,faint
89822,swooning
89823,light-headed
89824,lightheaded
89826,abstemious
89829,scant
89837,lite
89838,low-cal
89839,calorie-free
89841,wakeful
89842,easy
89845,promiscuous
89846,sluttish
89847,wanton
89848,lightly
89865,stroboscope
89866,strobe
89867,strobe_light
89868,flashlight
89869,torch
90002,mononuclear_phagocyte_system
90003,MPS
90004,system_of_macrophages
90005,military_policeman
90006,MP
90007,military_police
90047,terrestrial_time
90049,terrestrial_dynamical_time
90050,TDT
90051,ephemeris_time
90055,Micronesia
90056,Federated_States_of_Micronesia
90058,wanderlust
90059,itchy_feet
90074,Guatemala
90075,Republic_of_Guatemala
90133,Austria
90134,Republic_of_Austria
90135,Oesterreich
90274,Maldives
90275,Republic_of_Maldives
90277,Maldive_Islands
90299,sand
90300,Sand
90301,George_Sand
90302,Amandine_Aurore_Lucie_Dupin
90303,Baroness_Dudevant
90305,grit
90306,guts
90307,moxie
90309,gumption
90310,sandpaper
90330,weave
90333,meander
90335,digress
90337,divagate
90408,Vancouver
90409,George_Vancouver
90466,softness
90467,unfitness
90469,balminess
90474,gentleness
90476,mildness
90477,indistinctness
90479,blurriness
90480,fogginess
90481,fuzziness
90482,effeminacy
90483,effeminateness
90484,sissiness
90486,womanishness
90487,unmanliness
90521,Pennsylvania
90522,Keystone_State
90523,PA
90525,University_of_Pennsylvania
90527,Penn
90596,relax
90597,loosen_up
90598,unbend
90599,unwind
90600,decompress
90601,slow_down
90608,unstrain
90609,unlax
90612,make_relaxed
90619,slack
90620,slacken
90621,slack_up
90626,outback
90628,remote
90717,head_trip
90718,tripper
90722,trip-up
90724,misstep
90728,trip_up
90734,trigger
90735,activate
90737,spark_off
90739,trigger_off
90740,touch_off
90742,trip_out
90745,pickup
90746,getaway
90749,tourist
90750,tourer
90751,holidaymaker
90752,wanderer
90753,roamer
90754,rover
90755,bird_of_passage
90756,spider
90835,morn
90836,morning_time
90837,forenoon
90838,good_morning
90943,backpacker
90944,packer
91051,Peru
91052,Republic_of_Peru
91087,dream
91088,dreaming
91091,ambition
91094,pipe_dream
91100,woolgather
91101,stargaze
91316,Firenze
91317,Florence
91351,feast
91352,fiesta
91353,Iceland
91354,Republic_of_Iceland
91356,Reykjavik
91357,capital_of_Iceland
91473,agriculture
91474,husbandry
91483,agrarian
91484,agricultural
91486,herd
91487,crowd
91949,cub
91950,greenhorn
91951,rookie
91953,lad
91954,laddie
91955,sonny
91956,sonny_boy
91958,young_carnivore
92006,elfin
92007,elfish
92008,elvish
92052,United_Nations
92053,UN
92057,unidentified
92058,nameless
92061,unnamed
92333,wood_anemone
92334,snowdrop
92335,Anemone_quinquefolia
92589,faery
92590,faerie
92591,fay
92592,sprite
92622,wedding_ceremony
92623,nuptials
92624,hymeneals
92629,wedding_party
92630,marry
92631,get_married
92632,wed
92634,hook_up_with
92635,get_hitched_with
92640,splice
92641,bridesmaid
92642,maid_of_honor
92672,retro
92673,ex_post_facto
92674,retroactive
92676,graduation
92678,commencement_exercise
92679,commencement_ceremony
92681,graduation_exercise
92683,gradation
92685,promenade
92686,prom
92762,orange
92764,orangeness
92766,orange_tree
92768,Orange
92769,Orange_River
92771,orangish
92772,bolero
92795,lace
92798,intertwine
92799,twine
92800,entwine
92801,enlace
92802,interlace
92804,braid
92806,plait
92809,lace_up
92810,spike
92812,fortify
92813,shrug
92834,tress
92837,gold_braid
92838,braiding
92844,pleach
93017,protective_covering
93018,protective_cover
93023,shelter
93024,auspices
93026,aegis
93028,trade_protection
93030,tribute
93031,safety
93033,refuge
93034,guard
93036,safety_device
93037,base_hit
93039,condom
93043,prophylactic
93045,prosperity
93047,successfulness
93048,happiness
93049,felicity
93063,ambush
93064,ambuscade
93065,lying_in_wait
93066,trap
93068,scupper
93069,bushwhack
93070,waylay
93071,lurk
93073,lie_in_wait
93074,still-hunt
93087,cerebral_cortex
93088,cerebral_mantle
93089,pallium
93090,cortex
93092,lens_cortex
93094,badge
93159,jaguar
93160,panther
93161,Panthera_onca
93162,Felis_onca
93164,cougar
93165,puma
93166,catamount
93167,mountain_lion
93168,painter
93170,Felis_concolor
93301,fuel-air_explosive
93302,FAE
93311,Carlsbad
93319,misogyny
93320,misogynism
93325,homicide
93329,transporter
93330,car_transporter
93332,conveyer_belt
93333,conveyor_belt
93334,conveyer
93335,conveyor
93337,finance
93342,astrocytic
93343,addiction
93344,dependence
93345,dependance
93346,dependency
93347,habituation
93350,recovery
93351,convalescence
93352,recuperation
93355,retrieval
93440,high
93445,heights
93446,senior_high_school
93447,senior_high
93449,highschool
93450,high_school
93451,high_gear
93455,eminent
93458,high-pitched
93460,in_high_spirits
93465,mellow
93467,high_up
93470,richly
93471,luxuriously
93477,ascending
93479,acclivity
93496,rising_slope
93501,procession
93570,curbing
93571,kerb
93593,tennis
93594,lawn_tennis
93596,participant
93597,musician
93598,instrumentalist
93607,racism
93609,racialism
93610,racial_discrimination
93611,berkelium
93612,Bk
93613,atomic_number_97
93691,football
93692,football_game
93786,burqa
93787,burka
93801,zombi
93802,zombie
93803,living_dead
93806,zombi_spirit
93807,zombie_spirit
93810,snake_god
93889,allergy
93890,allergic_reaction
93935,handbag
93936,pocketbook
93937,purse
93939,bagful
93941,traveling_bag
93942,travelling_bag
93943,grip
93944,suitcase
93946,old_bag
93947,udder
94259,Delhi
94260,Old_Delhi
94268,condemnable
94271,reprehensible
94275,felonious
94303,Angola
94304,Republic_of_Angola
94305,Ghana
94306,Republic_of_Ghana
94307,Gold_Coast
94309,Providence
94310,capital_of_Rhode_Island
94311,providence
94314,Bahrain
94315,Bahrain_Island
94316,Bahrein
94317,Bahrein_Island
94319,State_of_Bahrain
94321,volt
94322,V
94323,vanadium
94325,atomic_number_23
94326,five
94327,5
94329,cinque
94330,quint
94331,quintet
94332,fivesome
94333,quintuplet
94334,pentad
94335,fin
94336,Phoebe
94337,Little_Phoebe
94339,v
94391,arachnophobia
94394,European_wolf_spider
94395,tarantula
94396,Lycosa_tarentula
94398,arthropod
94476,greenness
94477,viridity
94482,Green
94483,William_Green
94486,Green_River
94488,putting_green
94489,putting_surface
94490,greens
94492,leafy_vegetable
94503,greenish
94504,light-green
94505,dark-green
94508,unripe
94509,unripened
94512,fleeceable
94514,gullible
94515,bottle
94517,bottleful
94519,feeding_bottle
94520,nursing_bottle
95060,work_stoppage
95066,ten-strike
95089,walk_out
95098,fall_upon
95100,come_upon
95101,light_upon
95102,chance_upon
95104,chance_on
95105,happen_upon
95111,expunge
95112,excise
95125,strickle
95129,injustice
95130,unfairness
95132,shabbiness
95134,unjustness
95194,theoretical_account
95195,framework
95200,simulation
95201,exemplar
95204,good_example
95206,role_model
95209,mannequin
95210,manikin
95211,mannikin
95212,manakin
95213,fashion_model
95216,modelling
95217,modeling
95229,simulate
95231,mock_up
95232,exemplary
95234,abominable_snowman
95235,yeti
95249,vegan
95250,muscle
95251,musculus
95253,muscular_tissue
95254,muscleman
95257,brawn
95258,brawniness
95260,muscularity
95261,sinew
95262,heftiness
95264,addition
95265,increase
95269,amplification
95272,derive
95376,homeopathic
95384,growth
95385,growing
95386,maturation
95388,ontogeny
95389,ontogenesis
95392,increment
95395,emergence
95396,outgrowth
95400,hormone
95401,endocrine
95402,internal_secretion
95450,fatherland
95451,homeland
95452,motherland
95453,mother_country
95454,country_of_origin
95455,native_land
95484,dick
95486,hawkshaw
95488,prick
95491,pecker
95492,peter
95494,putz
95644,tattoo
95666,reconciliation
95667,rapprochement
95669,balancing
95823,Tory
95826,mayfly
95827,dayfly
95828,shadfly
95852,Titan
96161,percussion
96163,percussion_section
96165,rhythm_section
96167,pleximetry
96168,material
96169,stuff
96174,stuff_and_nonsense
96175,hooey
96176,poppycock
96183,shove
96186,lug
96187,choke_up
96189,gorge
96190,ingurgitate
96191,overindulge
96193,englut
96195,engorge
96196,overgorge
96197,overeat
96198,gormandize
96199,gormandise
96200,gourmandize
96202,pig_out
96203,satiate
96204,scarf_out
96207,farce
96221,collar
96224,arrest
96226,nab
96232,nail_down
96235,breeze_through
96237,pass_with_flying_colors
96238,sweep_through
96239,sail_through
96241,pinpoint
96243,complete
96352,blessing
96353,approval
96354,approving
96356,boon
96357,grace
96359,thanksgiving
96360,benediction
96390,gluey
96391,glutinous
96392,gummy
96393,mucilaginous
96394,pasty
96396,viscid
96397,viscous
96398,gummed
96440,primary
96441,primary_election
96443,primary_feather
96444,primary_quill
96446,primary_coil
96447,primary_winding
96456,elementary
96457,elemental
96459,basal
96461,softball
96462,playground_ball
96464,softball_game
96470,humor
96471,humour
96472,witticism
96473,wittiness
96474,brain
96475,brainpower
96476,learning_ability
96477,mental_capacity
96478,mentality
96573,iris
96574,flag
96575,fleur-de-lis
96576,sword_lily
96579,iris_diaphragm
96701,million
96702,1000000
96703,one_thousand_thousand
96704,meg
96706,billion
96707,trillion
96708,zillion
96709,jillion
96710,gazillion
96862,cap
96864,detonator
96865,detonating_device
96869,pileus
96872,ceiling
96873,roof
96876,crownwork
96877,jacket
96878,jacket_crown
96881,chapiter
96895,self-employed
96896,mercenary
97056,giant_panda
97057,panda
97058,panda_bear
97059,coon_bear
97060,Ailuropoda_melanoleuca
97061,lesser_panda
97062,red_panda
97064,bear_cat
97065,cat_bear
97066,Ailurus_fulgens
97086,positron_emission_tomography
97087,PET
97097,adorable
97098,endearing
97099,lovely
97617,acoustic
97619,acoustical
97620,measuring_worm
97621,inchworm
97622,looper
97671,spacewalk
97677,hayloft
97678,haymow
97679,mow
97681,cut_down
97682,pout
97683,mop
97686,works
97687,industrial_plant
97695,implant
97696,engraft
97697,embed
97698,imbed
97709,lawn
97711,instrument
97725,joyride
97727,tool_around
97792,facial
97793,facial_nerve
97794,nervus_facialis
97795,seventh_cranial_nerve
97807,college
97884,seductive
97891,reunion
97893,reunification
97902,go_away
97926,run_low
97927,run_short
97942,decease
97943,perish
97946,pass_away
97947,expire
97949,kick_the_bucket
97950,cash_in_one's_chips
97951,buy_the_farm
97952,conk
97953,give-up_the_ghost
97954,drop_dead
97955,pop_off
97957,croak
97958,snuff_it
97959,belong
97964,get_going
97969,blend
97971,blend_in
97976,rifle
98037,coupon
98038,voucher
98117,nervus
98122,boldness
98124,brass
98125,face
98126,cheek
98200,Medicare
98262,Powys
98263,Llewelyn_Powys
98265,Theodore_Francis_Powys
98267,John_Cowper_Powys
98336,planet
98337,major_planet
98338,satellite
98422,publicizing
98423,advertise
98424,publicize
98425,advertize
98426,publicise
98450,fundamental_law
98451,organic_law
98454,establishment
98455,formation
98456,organization
98457,organisation
98458,United_States_Constitution
98459,U.S._Constitution
98460,US_Constitution
98461,Constitution
98462,Constitution_of_the_United_States
98469,Old_Ironsides
98501,ant
98502,emmet
98503,pismire
98670,atonement
98671,expiation
98672,satisfaction
98675,propitiation
98677,hell_on_earth
98678,hellhole
98679,snake_pit
98680,the_pits
98681,inferno
98683,blaze
98685,perdition
98686,Inferno
98688,nether_region
98700,repentance
98701,penitence
98702,penance
98779,Godhead
98780,Lord
98781,Creator
98782,Maker
98783,Divine
98784,God_Almighty
98785,Almighty
98786,Jehovah
98787,overlord
98789,lord
98791,noble
98792,nobleman
98817,repurchase
98818,buyback
98976,divorce
98977,divorcement
98978,disassociate
98979,dissociate
98982,disjoint
98994,temper
99002,modality
99003,light-emitting_diode
99004,LED
99012,leave
99028,contribute
99030,conduce
99036,precede
99043,basketball
99044,basketball_game
99045,hoops
99212,rakehell
99214,rip
99215,blood
99216,roue
99219,snag
99223,riptide
99224,tide_rip
99225,crosscurrent
99226,countercurrent
99230,rend
99232,rive
99237,indictment
99238,bill_of_indictment
99252,retarding_force
99263,cart
99274,get_behind
99275,hang_back
99276,drop_behind
99277,drop_back
99282,scuff
99284,dredge
99288,drag_on
99289,drag_out
99321,three-D
99322,3-D
99323,3D
99449,nonfiction
99450,nonfictional_prose
99488,deserter
99489,defector
99660,cabin
99694,appearance
99697,demo
99698,exhibit
99700,demonstrate
99705,shew
99706,testify
99707,bear_witness
99709,evidence
99716,express
99718,evince
99719,indicate
99724,show_up
99730,usher
99734,Newfoundland
99735,Newfoundland_dog
99953,leaker
99966,dodger
99968,slyboots
99969,corn_dab
99970,corn_dodger
99972,paramedic
99973,paramedical
100098,large-minded
100100,tolerant
100118,annihilation
100119,obliteration
100121,disintegration
100126,spiritual
100127,Negro_spiritual
100128,religious
100133,apparitional
100134,ghostlike
100135,ghostly
100136,phantasmal
100137,spectral
100223,cortege
100224,retinue
100225,suite
100226,entourage
100228,artillery
100229,heavy_weapon
100231,ordnance
100244,grease-gun
100246,accelerator
100247,accelerator_pedal
100248,gas_pedal
100249,gas
100250,throttle
100256,ferocity
100257,fierceness
100258,furiousness
100259,fury
100260,vehemence
100262,wildness
100267,hack
100268,drudge
100270,machine_politician
100271,ward-heeler
100272,political_hack
100275,hack_writer
100276,literary_hack
100278,cab
100280,taxi
100281,taxicab
100283,jade
100284,nag
100288,chop
100296,hack_on
100300,whoop
100309,chief_executive_officer
100310,CEO
100311,chief_operating_officer
100432,rhinoceros
100433,rhino
100459,resultant
100460,final_result
100462,termination
100463,resultant_role
100466,ensue
100481,caliber
100482,calibre
100485,lineament
100486,timbre
100497,oil
100499,oil_color
100500,oil_colour
100501,petroleum
100502,crude_oil
100504,rock_oil
100505,fossil_oil
100507,vegetable_oil
100510,anoint
100511,inunct
100513,anele
100514,embrocate
100525,contraceptive
100526,preventive
100527,preventative
100528,contraceptive_device
100529,prophylactic_device
100530,birth_control_device
100533,antifertility
100534,pharmaceutical
100535,pharmaceutic
100539,drug
100543,do_drugs
100549,outsider
100582,prizewinning
100600,Siren
100601,enchantress
100602,temptress
100603,siren
100604,Delilah
100605,femme_fatale
100625,Kreisler
100626,Fritz_Kreisler
100627,violin
100641,prayer
100642,supplication
100644,petition
100645,orison
100646,entreaty
100651,supplicant
100800,interracial
100802,mixed
100867,mix
100868,premix
100870,mixture
100872,commixture
100873,admixture
100875,intermixture
100876,mixing
100878,flux
100880,conflate
100881,commingle
100882,immix
100883,fuse
100884,coalesce
100885,meld
100887,merge
100888,desegregate
100889,integrate
100893,mix_in
100895,mingle
100896,commix
100897,unify
100898,amalgamate
100899,shuffle
100900,ruffle
101028,sanctum
101029,sanctum_sanctorum
101030,holy_place
101032,holy
102614,hilarious
102615,screaming
102616,uproarious
102623,skin
102624,tegument
102625,cutis
102631,peel
102634,clamber
102636,shin
102637,shinny
102639,struggle
102640,sputter
102643,bark
102647,pare
102664,swagger
102671,Halloween
102672,Hallowe'en
102673,Allhallows_Eve
102706,Frankfurt_on_the_Main
102707,Frankfurt
102708,Frankfort
103484,public_opinion
103485,popular_opinion
103487,vox_populi
103489,legal_opinion
103490,judgment
103491,judgement
103493,ruling
103554,parrot
103557,Connecticut
103558,Nutmeg_State
103559,Constitution_State
103572,Connecticut_River
103574,Federal_Protective_Service
103575,FPS
103753,pent
103761,short_pants
103762,shorts
103763,trunks
103764,drawers
103765,underdrawers
103767,boxers
103768,boxershorts
103770,short_circuit
103772,shortstop
103774,short-change
103776,short-circuit
103779,membranophone
103780,tympan
103782,barrel
103785,metal_drum
103786,brake_drum
103789,drumfish
103794,cram
103795,grind_away
103797,bone_up
103798,swot
103800,mug_up
103801,swot_up
103802,bone
103851,archives
103852,archive
103854,file_away
103950,panic
103951,terror
103952,affright
103955,threat
103957,brat
103958,little_terror
103959,holy_terror
104139,strange
104140,unusual
104204,ice-cream_soda
104205,ice-cream_float
104209,plasterer's_float
104211,air_bladder
104212,swim_bladder
104219,swim
104227,above
104230,supra
104232,higher_up
104233,in_a_higher_place
104234,to_a_higher_place
104241,reason
104245,footing
104246,basis
104258,flat_coat
104260,primer
104261,priming
104262,primer_coat
104263,priming_coat
104264,undercoat
104271,strand
104272,run_aground
104287,cranch
104288,craunch
104289,grind
104290,grate
104294,toil
104296,travail
104300,moil
104305,bray
104306,comminute
104647,accountability
104648,answerability
104649,answerableness
104651,coconut_meat
104653,cocoanut
104706,Cancun
104707,graceful
104708,elegant
104710,refined
104819,unfinished
105121,Howard
105122,Leslie_Howard
105123,Leslie_Howard_Stainer
105125,Catherine_Howard
105126,bison
105172,Capone
105173,Al_Capone
105174,Alphonse_Capone
105175,Scarface
105196,regard
105205,obedience
105211,respectfulness
105218,honor
105219,honour
105444,Roman
105446,roman
105447,roman_type
105448,roman_letters
105449,roman_print
105452,Romanic
105455,R.C.
105456,Romanist
105457,romish
105458,Roman_Catholic
105459,popish
105460,papist
105461,papistic
105462,papistical
105463,Inca
105465,Inka
105466,Incan
105469,disfavor
105470,disfavour
105471,dislike
105472,disapproval
105619,sheep
105622,container
105623,Crane
105624,Stephen_Crane
105626,Hart_Crane
105627,Harold_Hart_Crane
105628,Grus
105630,crane
105640,river
105713,Transportation_Security_Administration
105714,TSA
105739,investing
105740,investment
105742,investment_funds
105747,investiture
105794,curvy
105795,curvey
105796,bosomy
105797,busty
105798,buxom
105799,curvaceous
105801,full-bosomed
105802,sonsie
105803,sonsy
105804,stacked
105805,voluptuous
105806,well-endowed
105807,chubby
105808,embonpoint
105827,coal_black
105828,ebony
105829,jet_black
105830,pitch_black
105831,sable
105832,soot_black
105835,ebony_tree
105836,Diospyros_ebenum
105837,ebon
105916,bunny
105917,bunny_girl
105919,bunny_rabbit
106016,bath
106018,bathtub
106019,bathing_tub
106021,tub
106023,Bath
106024,bathroom
106026,bathe
106028,accessory
106029,accoutrement
106030,accouterment
106032,appurtenance
106033,supplement
106034,add-on
106036,accessary
106053,stylish
106054,fashionable
106153,addendum
106155,postscript
106157,supplementation
106164,append
106165,add_on
106167,affix
106198,skin_care
106199,skincare
106316,sacrament
106331,vitamin
106332,yips
106882,Tucson
106887,goad
106888,goading
106889,prod
106890,prodding
106891,urging
106892,spur
106893,spurring
106896,acantha
106899,gad
106900,branch_line
106901,spur_track
106949,kobo
107119,International_Maritime_Organization
107120,IMO
107143,feminist
107144,women's_rightist
107145,women's_liberationist
107146,libber
107182,Pocahontas
107183,Matoaka
107184,Rebecca_Rolfe
107226,Tiffany
107227,Louis_Comfort_Tiffany
107280,sermon
107282,preaching
107305,publication
107310,publishing
107463,Andorra
107464,Principality_of_Andorra
107506,October
107507,Oct
107516,dent
107517,ding
107518,gouge
107519,nick
107521,notch
107523,snick
107527,chip
107566,kingpin
107567,top_banana
107568,bigwig
107569,kingbolt
107571,swivel_pin
107572,headpin
107586,Colombian
107680,August
107681,Aug
107682,august
107684,lordly
107686,revered
107687,venerable
107723,Columbus
107724,capital_of_Ohio
107726,Christopher_Columbus
107727,Cristoforo_Colombo
107728,Cristobal_Colon
107731,Ohio
107732,Buckeye_State
107733,OH
107735,Ohio_River
107804,masquerade
107805,masquerade_party
107806,masque
107807,mask
107808,fancy_dress
107810,masquerade_costume
107839,disco
107840,disco_music
107842,discotheque
107864,pray
107865,beg
107866,implore
107900,lope
107901,canter
107904,propaganda
107909,nebula
108195,Venice
108196,Venezia
108200,carnival
108201,circus
108205,funfair
108227,budget
108228,expense
108229,disbursal
108230,disbursement
108234,write_off
108235,write_down
108240,Netherlands
108241,The_Netherlands
108242,Kingdom_of_The_Netherlands
108243,Nederland
108244,Holland
108245,Belgium
108246,Kingdom_of_Belgium
108247,Belgique
108248,Bruxelles
108249,Brussels
108250,Belgian_capital
108251,capital_of_Belgium
108420,Cologne
108421,Koln
108422,cologne
108423,cologne_water
108424,eau_de_cologne
108425,British
108426,British_people
108427,Brits
108429,Honduras
108430,Republic_of_Honduras
108431,euro
108460,Dublin
108461,Irish_capital
108462,capital_of_Ireland
108527,Geneva
108528,Geneve
108529,Genf
108530,geneva
108531,Holland_gin
108532,Hollands
108548,Switzerland
108549,Swiss_Confederation
108550,Suisse
108551,Schweiz
108552,Svizzera
108553,nightlife
108554,night_life
108568,Antalya
108569,Adalia
108580,Amsterdam
108581,Dutch_capital
108582,capital_of_The_Netherlands
108604,Milan
108605,Milano
108614,Europa
108804,mental_picture
108810,pictorial_matter
108823,word_picture
108824,word-painting
108825,delineation
108826,depiction
108828,characterization
108829,characterisation
108900,snapshot
108934,Portugal
108935,Portuguese_Republic
109421,perspective
109432,eyeshot
109443,horizon
109445,purview
109637,Bowie
109638,Jim_Bowie
109639,James_Bowie
109641,pin_down
109643,entrap
109645,ensnare
109652,at_bay
109653,cornered
109654,trapped
109655,treed
109656,trillium
109657,wood_lily
109658,wake-robin
109661,eighties
109662,1980s
109663,bronco
109664,bronc
109665,broncho
109669,approve
109672,sanction
109674,approved
109675,sanctioned
109713,Tokyo
109714,Tokio
109715,Yeddo
109716,Yedo
109717,Edo
109718,Japanese_capital
109719,capital_of_Japan
109720,Manhattan
109721,manhattan
109722,cityscape
109735,conscience
109736,scruples
109737,moral_sense
109738,sense_of_right_and_wrong
109813,patron
109816,presenter
109874,spinning
109875,spin
109876,spin_around
109877,whirl
109878,reel
109879,gyrate
109882,birl
109884,twirl
109890,spin_out
109953,Sade
109954,de_Sade
109955,Comte_Donatien_Alphonse_Francois_de_Sade
109956,Marquis_de_Sade
109988,stoppage
109990,stopover
109991,layover
109996,stay
110000,stop_consonant
110002,occlusive
110003,plosive_consonant
110004,plosive_speech_sound
110005,plosive
110006,period
110008,full_stop
110010,full_point
110012,diaphragm
110016,blockage
110018,closure
110019,occlusion
110028,quit
110029,lay_off
110033,kibosh
110035,stop_over
110042,turn_back
110046,hold_back
110061,hold_on
110063,profitable
110064,oscillator
110100,lender
110101,loaner
110103,spreading
110110,scatter
110113,paste
110114,banquet
110118,spread_head
110119,spreadhead
110120,facing_pages
110122,bedspread
110123,bedcover
110124,bed_cover
110125,bed_covering
110126,counterpane
110133,propagate
110135,overspread
110140,circulate
110141,circularize
110142,circularise
110144,disseminate
110148,diffuse
110149,disperse
110150,pass_around
110151,go_around
110160,fan_out
110163,dispersed
110166,outspread
110246,owner
110247,proprietor
110249,possessor
110316,New_York_Stock_Exchange
110317,N._Y._Stock_Exchange
110318,NYSE
110319,big_board
110324,currency
110326,currentness
110328,up-to-dateness
110454,running_play
110455,running_game
110487,feed
110488,course
110501,tend
110502,be_given
110511,persist
110512,die_hard
110529,black_market
110532,bleed
110536,run_for
110542,ply
110553,melt
110555,melt_down
110556,ladder
110559,unravel
110564,linear
110591,shack
110595,fund
110596,monetary_fund
110598,stock
110600,investment_company
110601,investment_trust
110602,investment_firm
110959,Ea
110965,Harvard_University
110966,Harvard
110968,John_Harvard
110998,Morris
110999,Esther_Morris
111000,Esther_Hobart_McQuigg_Slack_Morris
111002,William_Morris
111004,Robert_Morris
111006,Gouverneur_Morris
111153,Shakespeare
111154,William_Shakespeare
111155,Shakspere
111156,William_Shakspere
111157,Bard_of_Avon
111173,Limerick
111174,limerick
111192,Oklahoman
111193,Sooner
111196,sooner
111197,earlier
111198,preferably
111200,rather
111332,Easter
111333,east_wind
111334,easter
111335,easterly
111336,devotional
111342,Esther
111344,Book_of_Esther
111346,pervert
111347,subvert
111348,demoralize
111349,demoralise
111354,deprave
111355,misdirect
111368,crooked
111371,corrupted
111373,tainted
111374,cowardly
111375,fearful
111435,skateboarding
111436,skateboard
111437,defy
111438,resist
111439,refuse
111442,withstand
111443,stand_firm
111444,protest
111446,dissent
111449,fend
111451,reject
111454,balk
111455,baulk
111456,jib
111632,diverge
111635,deviate
111639,anthology
111664,racial
111672,possession
111673,ownership
111676,monomania
111679,self-control
111680,self-possession
111682,willpower
111683,will_power
111684,self-command
111685,self-will
111687,apprehension
111692,taking_into_custody
111719,Regina
111720,Halifax
111741,duette
111760,patriarch
111762,paterfamilias
111772,pull_someone's_leg
111818,stroke
111820,throw
111822,cam_stroke
111824,apoplexy
111825,cerebrovascular_accident
111826,CVA
111829,stroking
111832,accident
111834,fortuity
111835,chance_event
111836,solidus
111837,slash
111838,virgule
111839,diagonal
111841,separatrix
111992,aureole
111993,corona
111995,corona_discharge
111997,corposant
111998,St._Elmo's_fire
111999,Saint_Elmo's_fire
112000,Saint_Elmo's_light
112001,Saint_Ulmo's_fire
112002,Saint_Ulmo's_light
112003,electric_glow
112016,transgender
112017,transgendered
112024,Wisconsinite
112025,Badger
112086,quickest
112087,fastest
112229,curator
112230,conservator
112231,contemporary
112232,coeval
112234,modern-day
112236,present-day
112237,contemporaneous
113533,serviceability
113534,serviceableness
113535,usableness
113536,useableness
113537,usability
113538,Thanksgiving
